variant_id	DIFF_LOG2_data1	DIFF_LOG2_data2	CHR	POS1	POS2	transcription_factor_data1	haplotype1_data1	haplotype2_data1	HMAX_data1	transcription_factor_data2	haplotype1_data2	haplotype2_data2	HMAX_data2	LENGTH	Unnamed: 0	btwn_lines
chr1_201463148_201463422	-2.784	-0.896	chr1	201463148	201463422	CTCF	62.0	9.0	62	CTCF	1518.463	2825.0	2825.0	274	152	0
chr1_202184824_202184890	-1.073	-0.017	chr1	202184824	202184890	CTCF	183.0	87.0	183	CTCF	9340.008	9450.0	9450.0	66	153	0
chr1_202464279_202464557	-6.304	-0.162	chr1	202464279	202464557	CTCF	79.0	1.0	79	CTCF	5010.107	5605.0	5605.0	278	155	0
chr1_204806916_204807486	-1.098	-0.019	chr1	204806916	204807486	CTCF	167.0	78.0	167	CTCF	3465.014	3510.0	3510.0	570	164	0
chr1_206911183_206911383	5.392	-0.035	chr1	206911183	206911383	CTCF	1.0	42.0	42	CTCF	5238.02	5368.0	5368.0	200	174	0
chr1_208252441_208252650	-2.0	-2.459	chr1	208252441	208252650	CTCF	56.0	14.0	56	CTCF	1251.818	6885.0	6885.0	209	178	1
chr1_212591874_212591958	-4.0	-2.2	chr1	212591874	212591958	CTCF	64.0	4.0	64	CTCF	218.032	1002.0	1002.0	84	189	0
chr1_214551708_214551982	-1.202	-0.005	chr1	214551708	214551982	CTCF	23.0	10.0	23	CTCF	1051.003	1055.0	1055.0	274	194	0
chr1_21595557_21595837	-2.015	-0.016	chr1	21595557	21595837	CTCF	97.0	24.0	97	CTCF	5176.007	5232.0	5232.0	280	198	0
chr1_216742783_216742879	4.17	0.076	chr1	216742783	216742879	CTCF	1.0	18.0	18	CTCF	2393.5	2270.051	2393.5	96	199	0
chr1_21854983_21856217	4.0	0.006	chr1	21854983	21856217	CTCF	1.0	16.0	16	CTCF	391.5	390.004	391.5	1234	200	0
chr1_224945879_224946347	-4.392	0.077	chr1	224945879	224946347	CTCF	21.0	1.0	21	CTCF	1997.5	1893.552	1997.5	468	212	0
chr1_225767868_225767996	1.415	0.871	chr1	225767868	225767996	CTCF	6.0	16.0	16	CTCF	1327.5	725.953	1327.5	128	214	1
chr1_235339811_235340020	1.926	2.0	chr1	235339811	235340020	CTCF	5.0	19.0	19	CTCF	2016.0	504.0	2016.0	209	233	1
chr1_236281974_236282186	1.032	0.012	chr1	236281974	236282186	CTCF	22.0	45.0	45	CTCF	1642.0	1628.008	1642.0	212	237	0
chr1_23959021_23959189	1.034	0.387	chr1	23959021	23959189	CTCF	42.0	86.0	86	CTCF	3862.0	2954.236	3862.0	168	245	1
chr1_244583651_244583860	1.392	-0.019	chr1	244583651	244583860	CTCF	8.0	21.0	21	CTCF	1334.013	1352.0	1352.0	209	247	0
chr1_245857359_245857455	-7.839	-0.958	chr1	245857359	245857455	CTCF	229.0	1.0	229	CTCF	671.985	1305.0	1305.0	96	251	0
chr1_246971348_246971638	3.087	0.002	chr1	246971348	246971638	CTCF	4.0	34.0	34	CTCF	2638.0	2635.002	2638.0	290	255	0
chr1_247043578_247043686	1.787	0.002	chr1	247043578	247043686	CTCF	20.0	69.0	69	CTCF	1538.75	1536.751	1538.75	108	256	0
chr1_25523601_25523810	3.7	2.091	chr1	25523601	25523810	CTCF	15.0	195.0	195	CTCF	6357.0	1491.765	6357.0	209	263	0
chr1_29880726_29880764	3.087	3.427	chr1	29880726	29880764	CTCF	2.0	17.0	17	CTCF	3132.0	291.157	3132.0	38	275	1
chr1_30783042_30783139	-2.637	-1.581	chr1	30783042	30783139	CTCF	112.0	18.0	112	CTCF	2840.667	8496.0	8496.0	97	279	0
chr1_34592401_34592610	-1.263	-1.055	chr1	34592401	34592610	CTCF	48.0	20.0	48	CTCF	1220.52	2536.0	2536.0	209	290	1
chr1_35641365_35641967	2.087	0.001	chr1	35641365	35641967	CTCF	4.0	17.0	17	CTCF	762.5	762.001	762.5	602	295	0
chr1_36576200_36576312	1.434	0.036	chr1	36576200	36576312	CTCF	74.0	200.0	200	CTCF	8252.0	8048.025	8252.0	112	300	0
chr1_37990043_37990273	1.196	0.174	chr1	37990043	37990273	CTCF	103.0	236.0	236	CTCF	10712.0	9498.117	10712.0	230	305	0
chr1_39816732_39817458	1.515	0.003	chr1	39816732	39817458	CTCF	49.0	140.0	140	CTCF	4626.0	4615.999	4626.0	726	310	0
chr1_4060861_4061070	1.426	0.08	chr1	4060861	4061070	CTCF	16.0	43.0	43	CTCF	1276.0	1207.554	1276.0	209	312	0
chr1_40782786_40782824	1.551	0.729	chr1	40782786	40782824	CTCF	29.0	85.0	85	CTCF	3204.0	1933.395	3204.0	38	313	1
chr1_40802371_40802507	-2.459	-0.009	chr1	40802371	40802507	CTCF	22.0	4.0	22	CTCF	633.006	637.0	637.0	136	314	0
chr1_42146913_42147199	-4.555	-0.0	chr1	42146913	42147199	CTCF	141.0	6.0	141	CTCF	6350.002	6352.0	6352.0	286	322	0
chr1_42165896_42165974	1.874	0.043	chr1	42165896	42165974	CTCF	6.0	22.0	22	CTCF	1163.0	1129.029	1163.0	78	323	0
chr1_42924326_42924494	1.17	0.094	chr1	42924326	42924494	CTCF	12.0	27.0	27	CTCF	1556.0	1458.063	1556.0	168	326	0
chr1_43936475_43937039	-1.379	-0.06	chr1	43936475	43937039	CTCF	52.0	20.0	52	CTCF	835.291	871.0	871.0	564	329	0
chr1_44731061_44731629	-1.17	-0.002	chr1	44731061	44731629	CTCF	18.0	8.0	18	CTCF	1246.002	1248.0	1248.0	568	332	0
chr1_44925011_44925443	5.285	-0.064	chr1	44925011	44925443	CTCF	1.0	39.0	39	CTCF	1185.793	1239.5	1239.5	432	334	0
chr1_47143730_47143912	-3.624	0.046	chr1	47143730	47143912	CTCF	74.0	6.0	74	CTCF	3953.0	3828.03	3953.0	182	337	0
chr1_47624648_47624724	-2.963	-1.167	chr1	47624648	47624724	CTCF	117.0	15.0	117	CTCF	2581.056	5797.0	5797.0	76	338	0
chr1_48870711_48870920	1.047	0.173	chr1	48870711	48870920	CTCF	15.0	31.0	31	CTCF	3842.0	3408.116	3842.0	209	341	1
chr1_53541811_53542020	-3.807	-1.814	chr1	53541811	53542020	CTCF	28.0	2.0	28	CTCF	1080.716	3799.0	3799.0	209	345	0
chr1_54808397_54809173	3.022	0.033	chr1	54808397	54809173	CTCF	8.0	65.0	65	CTCF	1592.5	1556.023	1592.5	776	351	0
chr1_59718205_59718271	-1.826	-1.068	chr1	59718205	59718271	CTCF	39.0	11.0	39	CTCF	1189.023	2493.0	2493.0	66	360	1
chr1_6124858_6125053	-2.663	-0.06	chr1	6124858	6125053	CTCF	38.0	6.0	38	CTCF	662.29	690.25	690.25	195	361	0
chr1_62131244_62131356	1.807	0.924	chr1	62131244	62131356	CTCF	44.0	154.0	154	CTCF	8220.0	4333.474	8220.0	112	363	1
chr1_63367422_63367828	3.296	0.155	chr1	63367422	63367828	CTCF	17.0	167.0	167	CTCF	1282.0	1151.102	1282.0	406	367	0
chr1_64744341_64744929	-1.314	-0.594	chr1	64744341	64744929	CTCF	92.0	37.0	92	CTCF	793.337	1197.25	1197.25	588	369	1
chr1_65420154_65420678	1.716	0.049	chr1	65420154	65420678	CTCF	7.0	23.0	23	CTCF	1021.0	987.033	1021.0	524	370	0
chr1_66711511_66711720	-3.0	-3.079	chr1	66711511	66711720	CTCF	32.0	4.0	32	CTCF	256.257	2165.0	2165.0	209	373	1
chr1_7509291_7510100	-1.503	-0.035	chr1	7509291	7510100	CTCF	17.0	6.0	17	CTCF	302.524	310.0	310.0	809	380	0
chr1_84387911_84387969	4.585	3.06	chr1	84387911	84387969	CTCF	2.0	48.0	48	CTCF	2831.0	339.38	2831.0	58	388	0
chr1_84389322_84389464	-2.524	-0.202	chr1	84389322	84389464	CTCF	23.0	4.0	23	CTCF	719.38	827.75	827.75	142	389	0
chr1_84724431_84724640	-1.358	-0.075	chr1	84724431	84724640	CTCF	41.0	16.0	41	CTCF	5622.053	5920.0	5920.0	209	390	0
chr1_86419401_86419610	1.322	0.35	chr1	86419401	86419610	CTCF	10.0	25.0	25	CTCF	5964.0	4679.713	5964.0	209	393	1
chr1_89381731_89381940	-1.415	-0.268	chr1	89381731	89381940	CTCF	40.0	15.0	40	CTCF	935.42	1126.25	1126.25	209	402	0
chr1_90800451_90800660	1.503	0.011	chr1	90800451	90800660	CTCF	6.0	17.0	17	CTCF	1173.5	1164.508	1173.5	209	404	0
chr1_91547001_91547210	-4.248	-2.273	chr1	91547001	91547210	CTCF	38.0	2.0	38	CTCF	438.793	2120.5	2120.5	209	408	0
chr1_91555181_91555390	2.544	1.288	chr1	91555181	91555390	CTCF	6.0	35.0	35	CTCF	4276.0	1750.591	4276.0	209	409	0
chr1_94369575_94369687	3.322	0.005	chr1	94369575	94369687	CTCF	3.0	30.0	30	CTCF	533.5	531.504	533.5	112	418	0
chr1_96721607_96721807	1.544	-0.006	chr1	96721607	96721807	CTCF	12.0	35.0	35	CTCF	1729.005	1736.0	1736.0	200	421	0
chr1_983948_984502	-1.093	-0.027	chr1	983948	984502	CTCF	32.0	15.0	32	CTCF	1701.019	1733.0	1733.0	554	423	0
chr2_100670379_100670503	-5.443	-2.571	chr2	100670379	100670503	CTCF	87.0	2.0	87	CTCF	288.332	1713.5	1713.5	124	2057	0
chr2_102057993_102058129	-1.322	-0.009	chr2	102057993	102058129	CTCF	30.0	12.0	30	CTCF	772.006	777.0	777.0	136	2062	0
chr2_102245831_102246040	-1.663	-0.739	chr2	102245831	102246040	CTCF	38.0	12.0	38	CTCF	683.901	1141.5	1141.5	209	2063	1
chr2_102599291_102599700	-2.322	-0.028	chr2	102599291	102599700	CTCF	25.0	5.0	25	CTCF	195.269	199.125	199.125	409	2064	0
chr2_104412537_104412677	-1.115	-0.001	chr2	104412537	104412677	CTCF	39.0	18.0	39	CTCF	5563.001	5567.0	5567.0	140	2068	0
chr2_106384619_106384971	-4.248	0.074	chr2	106384619	106384971	CTCF	19.0	1.0	19	CTCF	451.5	429.05	451.5	352	2071	0
chr2_106542812_106543018	-1.117	-0.0	chr2	106542812	106543018	CTCF	193.0	89.0	193	CTCF	8594.5	8595.75	8595.75	206	2072	0
chr2_106582171_106583045	-1.043	-0.064	chr2	106582171	106583045	CTCF	68.0	33.0	68	CTCF	2187.044	2287.0	2287.0	874	2073	1
chr2_108989077_108989423	-1.461	-0.074	chr2	108989077	108989423	CTCF	179.0	65.0	179	CTCF	3740.547	3938.5	3938.5	346	2077	0
chr2_109495436_109495514	3.322	2.511	chr2	109495436	109495514	CTCF	3.0	30.0	30	CTCF	1477.0	259.199	1477.0	78	2080	1
chr2_109611671_109611880	-1.204	-0.021	chr2	109611671	109611880	CTCF	53.0	23.0	53	CTCF	2965.265	3009.25	3009.25	209	2081	0
chr2_111135079_111136411	-3.322	-0.056	chr2	111135079	111136411	CTCF	20.0	2.0	20	CTCF	289.788	301.25	301.25	1332	2083	0
chr2_111200291_111200500	-1.893	-0.027	chr2	111200291	111200500	CTCF	26.0	7.0	26	CTCF	400.018	407.5	407.5	209	2084	0
chr2_111667647_111667763	-1.154	-0.138	chr2	111667647	111667763	CTCF	138.0	62.0	138	CTCF	4233.092	4657.5	4657.5	116	2085	0
chr2_111884050_111884534	-1.037	-0.003	chr2	111884050	111884534	CTCF	39.0	19.0	39	CTCF	1676.002	1680.0	1680.0	484	2087	0
chr2_111987442_111987620	-1.766	-0.092	chr2	111987442	111987620	CTCF	17.0	5.0	17	CTCF	445.062	474.5	474.5	178	2089	0
chr2_111995321_111995530	-1.788	-0.213	chr2	111995321	111995530	CTCF	38.0	11.0	38	CTCF	485.637	563.0	563.0	209	2090	0
chr2_112048889_112050095	6.285	0.0	chr2	112048889	112050095	CTCF	1.0	78.0	78	CTCF	5420.0	5420.0	5420.0	1206	2091	0
chr2_112541870_112543406	-2.536	-0.005	chr2	112541870	112543406	CTCF	29.0	5.0	29	CTCF	620.503	622.5	622.5	1536	2092	0
chr2_113234241_113234450	-1.047	-0.203	chr2	113234241	113234450	CTCF	31.0	15.0	31	CTCF	2003.131	2305.0	2305.0	209	2099	1
chr2_113297317_113297963	5.555	-0.006	chr2	113297317	113297963	CTCF	1.0	47.0	47	CTCF	367.504	369.0	369.0	646	2101	0
chr2_113587391_113587443	-6.57	-0.01	chr2	113587391	113587443	CTCF	95.0	1.0	95	CTCF	3478.007	3502.0	3502.0	52	2102	0
chr2_113603481_113604625	-7.7	0.001	chr2	113603481	113604625	CTCF	208.0	1.0	208	CTCF	887.0	886.501	887.0	1144	2103	0
chr2_114133281_114133490	-3.907	-0.77	chr2	114133281	114133490	CTCF	30.0	2.0	30	CTCF	297.664	507.5	507.5	209	2104	0
chr2_11584331_11584469	-2.055	-0.219	chr2	11584331	11584469	CTCF	374.0	90.0	374	CTCF	7783.138	9061.0	9061.0	138	2105	0
chr2_117772347_117772453	-1.283	0.105	chr2	117772347	117772453	CTCF	73.0	30.0	73	CTCF	3099.0	2882.068	3099.0	106	2106	0
chr2_118088128_118088484	-1.248	-0.101	chr2	118088128	118088484	CTCF	19.0	8.0	19	CTCF	731.568	784.5	784.5	356	2107	0
chr2_119008201_119008410	-2.115	-0.744	chr2	119008201	119008410	CTCF	26.0	6.0	26	CTCF	1345.903	2253.5	2253.5	209	2108	0
chr2_119487732_119487968	-1.907	-0.006	chr2	119487732	119487968	CTCF	30.0	8.0	30	CTCF	1014.005	1018.0	1018.0	236	2110	0
chr2_119592531_119592740	-1.788	0.109	chr2	119592531	119592740	CTCF	38.0	11.0	38	CTCF	1968.5	1825.823	1968.5	209	2111	0
chr2_119641414_119641996	-2.115	0.011	chr2	119641414	119641996	CTCF	39.0	9.0	39	CTCF	1227.0	1218.008	1227.0	582	2112	0
chr2_119679031_119679213	-1.369	-0.066	chr2	119679031	119679213	CTCF	31.0	12.0	31	CTCF	1091.045	1142.0	1142.0	182	2114	0
chr2_120252437_120253395	-1.193	0.0	chr2	120252437	120253395	CTCF	16.0	7.0	16	CTCF	742.0	742.0	742.0	958	2116	0
chr2_120735763_120735937	-1.585	0.288	chr2	120735763	120735937	CTCF	132.0	44.0	132	CTCF	4464.5	3657.679	4464.5	174	2118	0
chr2_121975031_121975391	-1.158	-0.011	chr2	121975031	121975391	CTCF	174.0	78.0	174	CTCF	4487.007	4522.0	4522.0	360	2122	0
chr2_12606482_12606644	-2.0	-0.421	chr2	12606482	12606644	CTCF	28.0	7.0	28	CTCF	1331.254	1782.75	1782.75	162	2124	0
chr2_126571361_126572170	-1.152	-0.04	chr2	126571361	126572170	CTCF	20.0	9.0	20	CTCF	374.152	384.625	384.625	809	2125	0
chr2_126643411_126643820	-1.28	0.002	chr2	126643411	126643820	CTCF	17.0	7.0	17	CTCF	477.0	476.501	477.0	409	2126	0
chr2_126972099_126972285	-1.074	0.018	chr2	126972099	126972285	CTCF	160.0	76.0	160	CTCF	10580.0	10448.018	10580.0	186	2127	0
chr2_127003302_127003844	-1.419	-0.009	chr2	127003302	127003844	CTCF	131.0	49.0	131	CTCF	423.881	426.5	426.5	542	2129	0
chr2_127050184_127050364	-1.036	-0.002	chr2	127050184	127050364	CTCF	244.0	119.0	244	CTCF	8462.004	8476.0	8476.0	180	2130	0
chr2_12716718_12716886	4.248	0.207	chr2	12716718	12716886	CTCF	2.0	38.0	38	CTCF	3060.0	2651.133	3060.0	168	2131	0
chr2_127418121_127418835	-1.059	0.106	chr2	127418121	127418835	CTCF	25.0	12.0	25	CTCF	691.5	642.321	691.5	714	2132	0
chr2_127644101_127644310	-1.017	-0.099	chr2	127644101	127644310	CTCF	83.0	41.0	83	CTCF	2668.066	2858.0	2858.0	209	2133	1
chr2_127649769_127649995	-1.202	-0.037	chr2	127649769	127649995	CTCF	191.0	83.0	191	CTCF	7450.029	7644.0	7644.0	226	2134	0
chr2_127701383_127701553	-1.436	0.008	chr2	127701383	127701553	CTCF	46.0	17.0	46	CTCF	1343.0	1336.006	1343.0	170	2135	0
chr2_128172301_128172510	-1.08	-0.038	chr2	128172301	128172510	CTCF	74.0	35.0	74	CTCF	3385.526	3476.5	3476.5	209	2137	0
chr2_128318772_128319088	-3.524	0.191	chr2	128318772	128319088	CTCF	23.0	2.0	23	CTCF	472.75	414.124	472.75	316	2138	0
chr2_129397301_129397453	-1.096	-0.085	chr2	129397301	129397453	CTCF	109.0	51.0	109	CTCF	6086.062	6456.0	6456.0	152	2140	0
chr2_129885871_129886080	-1.692	0.067	chr2	129885871	129886080	CTCF	42.0	13.0	42	CTCF	3485.0	3327.546	3485.0	209	2141	0
chr2_129936516_129936578	3.273	0.036	chr2	129936516	129936578	CTCF	15.0	145.0	145	CTCF	6748.5	6580.523	6748.5	62	2142	0
chr2_130026090_130026170	2.248	-0.415	chr2	130026090	130026170	CTCF	4.0	19.0	19	CTCF	1615.999	2154.0	2154.0	80	2143	0
chr2_131394701_131394910	-1.807	-0.002	chr2	131394701	131394910	CTCF	28.0	8.0	28	CTCF	2660.002	2663.0	2663.0	209	2147	0
chr2_131413305_131413369	1.83	0.06	chr2	131413305	131413369	CTCF	36.0	128.0	128	CTCF	7519.0	7215.037	7519.0	64	2148	0
chr2_131682071_131682999	-6.087	-0.047	chr2	131682071	131682999	CTCF	136.0	2.0	136	CTCF	680.532	703.0	703.0	928	2150	0
chr2_131832017_131832133	5.15	-0.181	chr2	131832017	131832133	CTCF	2.0	71.0	71	CTCF	3486.118	3952.0	3952.0	116	2151	0
chr2_135004347_135004499	-1.249	0.026	chr2	135004347	135004499	CTCF	183.0	77.0	183	CTCF	11310.0	11110.018	11310.0	152	2153	0
chr2_136737241_136737450	-1.178	-0.089	chr2	136737241	136737450	CTCF	43.0	19.0	43	CTCF	1968.06	2093.5	2093.5	209	2155	0
chr2_137056801_137057210	4.322	1.511	chr2	137056801	137057210	CTCF	1.0	20.0	20	CTCF	1032.5	362.149	1032.5	409	2156	0
chr2_137910458_137911182	-2.503	-0.072	chr2	137910458	137911182	CTCF	68.0	12.0	68	CTCF	1867.05	1963.0	1963.0	724	2157	0
chr2_140696415_140697355	-1.222	0.022	chr2	140696415	140697355	CTCF	28.0	12.0	28	CTCF	859.062	845.828	859.0625	940	2158	0
chr2_140964473_140964617	6.755	-0.017	chr2	140964473	140964617	CTCF	1.0	108.0	108	CTCF	4243.011	4292.0	4292.0	144	2159	0
chr2_143284211_143284291	-1.068	-0.02	chr2	143284211	143284291	CTCF	65.0	31.0	65	CTCF	5413.016	5488.0	5488.0	80	2160	0
chr2_145752348_145752902	-1.313	-0.052	chr2	145752348	145752902	CTCF	159.0	64.0	159	CTCF	926.036	960.0	960.0	554	2161	0
chr2_148020392_148021112	-1.263	0.005	chr2	148020392	148021112	CTCF	36.0	15.0	36	CTCF	2454.0	2446.003	2454.0	720	2164	0
chr2_148990003_148990161	-1.424	0.128	chr2	148990003	148990161	CTCF	102.0	38.0	102	CTCF	8543.0	7818.084	8543.0	158	2165	0
chr2_149037911_149038511	-1.237	0.065	chr2	149037911	149038511	CTCF	33.0	14.0	33	CTCF	908.0	868.044	908.0	600	2166	0
chr2_149561312_149561696	-6.209	-0.001	chr2	149561312	149561696	CTCF	74.0	1.0	74	CTCF	4202.999	4205.0	4205.0	384	2167	0
chr2_15002907_15003063	2.415	-0.425	chr2	15002907	15003063	CTCF	6.0	32.0	32	CTCF	602.756	809.5	809.5	156	2168	0
chr2_151409748_151409974	-1.112	-0.007	chr2	151409748	151409974	CTCF	67.0	31.0	67	CTCF	1739.005	1748.0	1748.0	226	2170	0
chr2_152466171_152466229	-3.755	-2.289	chr2	152466171	152466229	CTCF	27.0	2.0	27	CTCF	503.795	2462.5	2462.5	58	2172	0
chr2_153622412_153622542	-1.688	-0.653	chr2	153622412	153622542	CTCF	58.0	18.0	58	CTCF	1362.364	2142.75	2142.75	130	2174	0
chr2_158045508_158045574	-1.159	0.028	chr2	158045508	158045574	CTCF	172.0	77.0	172	CTCF	3442.0	3376.022	3442.0	66	2177	0
chr2_159807587_159807705	-1.046	-0.005	chr2	159807587	159807705	CTCF	95.0	46.0	95	CTCF	7970.002	7998.0	7998.0	118	2180	0
chr2_164620555_164622069	-1.078	-0.004	chr2	164620555	164622069	CTCF	19.0	9.0	19	CTCF	267.753	268.5	268.5	1514	2184	0
chr2_164992807_164993283	2.375	0.053	chr2	164992807	164993283	CTCF	16.0	83.0	83	CTCF	4441.0	4282.034	4441.0	476	2187	0
chr2_167292908_167293098	-1.222	0.006	chr2	167292908	167293098	CTCF	21.0	9.0	21	CTCF	1425.0	1419.004	1425.0	190	2189	0
chr2_169109899_169110031	-1.389	-0.015	chr2	169109899	169110031	CTCF	144.0	55.0	144	CTCF	9444.013	9540.0	9540.0	132	2193	0
chr2_170744351_170744560	-1.28	0.125	chr2	170744351	170744560	CTCF	17.0	7.0	17	CTCF	632.5	580.083	632.5	209	2198	0
chr2_170816771_170816980	-1.503	-0.017	chr2	170816771	170816980	CTCF	17.0	6.0	17	CTCF	983.512	995.5	995.5	209	2199	0
chr2_171567981_171568390	-3.807	-0.584	chr2	171567981	171568390	CTCF	42.0	3.0	42	CTCF	512.833	769.0	769.0	409	2201	0
chr2_171811278_171811418	-1.889	0.015	chr2	171811278	171811418	CTCF	137.0	37.0	137	CTCF	3313.0	3278.511	3313.0	140	2202	0
chr2_171999708_172000032	-1.237	-0.133	chr2	171999708	172000032	CTCF	66.0	28.0	66	CTCF	873.588	958.0	958.0	324	2203	0
chr2_172399871_172400080	-2.322	-0.596	chr2	172399871	172400080	CTCF	20.0	4.0	20	CTCF	341.338	516.0	516.0	209	2204	0
chr2_172462001_172462810	-1.07	0.007	chr2	172462001	172462810	CTCF	21.0	10.0	21	CTCF	2410.0	2398.005	2410.0	809	2205	0
chr2_173402493_173402633	-1.18	0.001	chr2	173402493	173402633	CTCF	213.0	94.0	213	CTCF	9113.0	9109.001	9113.0	140	2209	0
chr2_173463147_173463927	-2.379	-0.111	chr2	173463147	173463927	CTCF	26.0	5.0	26	CTCF	1251.075	1351.0	1351.0	780	2210	0
chr2_17470906_17471122	-7.066	0.047	chr2	17470906	17471122	CTCF	134.0	1.0	134	CTCF	6758.0	6541.032	6758.0	216	2213	0
chr2_175030593_175031447	-1.055	0.024	chr2	175030593	175031447	CTCF	214.0	103.0	214	CTCF	752.0	739.516	752.0	854	2214	0
