CHR	POS1	POS2	n_motif_snps	max_abs_delta	strongest_effect	anchor_summary	GENOME
chr1	65420154	65420678	1	1.44581884839	1	SNP that moderately affects CTCF motif strength.	HG2
chr1	66711511	66711720	2	5.03118	2	SNP that strongly alters CTCF motif strength.	HG2
chr1	84387911	84387969	1	8.78955	2	SNP that strongly alters CTCF motif strength.	HG2
chr1	84724431	84724640	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr1	86419401	86419610	1	0.269946803973	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr1	89381731	89381940	1	1.57687651872	1	SNP that moderately affects CTCF motif strength.	HG2
chr1	91547001	91547210	1	4.17557	1	SNP that moderately affects CTCF motif strength.	HG2
chr1	91555181	91555390	4	1.70394	1	SNP that moderately affects CTCF motif strength.	HG2
chr1	96721607	96721807	1	1.32264	1	SNP that moderately affects CTCF motif strength.	HG2
chr1	109655982	109656144	1	5.2514	2	SNP that strongly alters CTCF motif strength.	HG2
chr1	116672611	116672820	1	4.00888	1	SNP that moderately affects CTCF motif strength.	HG2
chr1	117672174	117672270	1	1.23647266678	1	SNP that moderately affects CTCF motif strength.	HG2
chr1	119886257	119886417	1	1.93692	1	SNP that moderately affects CTCF motif strength.	HG2
chr1	149708706	149708784	1	0.650791	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr1	151135541	151135750	4	4.00561	1	SNP that moderately affects CTCF motif strength.	HG2
chr1	160692563	160692731	1	0.555431	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr1	161054661	161055070	1	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr1	161566293	161566389	1	0.178408647244	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr1	167538681	167539090	4	4.16882637222	1	SNP that moderately affects CTCF motif strength.	HG2
chr1	173691278	173691344	3	11.0500090367	2	SNP that strongly alters CTCF motif strength.	HG2
chr1	174144221	174144781	3	2.5221693049	1	SNP that moderately affects CTCF motif strength.	HG2
chr1	178551425	178551509	1	2.32530981013	1	SNP that moderately affects CTCF motif strength.	HG2
chr1	196723486	196723684	1	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr1	200302120	200302724	2	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr1	201184977	201185143	2	10.4294494725	2	SNP that strongly alters CTCF motif strength.	HG2
chr1	201463148	201463422	1	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr1	202184824	202184890	1	0.170312	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr1	204806916	204807486	3	5.16797842566	2	SNP that strongly alters CTCF motif strength.	HG2
chr1	212591874	212591958	4	5.04332828575	2	SNP that strongly alters CTCF motif strength.	HG2
chr1	235339811	235340020	1	4.26069	1	SNP that moderately affects CTCF motif strength.	HG2
chr1	244583651	244583860	1	2.41330545907	1	SNP that moderately affects CTCF motif strength.	HG2
chr1	246971348	246971638	1	1.54039	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	3492983	3493239	1	2.24981	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	3493863	3493927	3	3.29078676399	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	8433508	8433776	5	7.55873	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	9843320	9843626	4	4.00561	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	11584331	11584469	1	2.72994	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	18178870	18179026	2	6.76971	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	19863340	19863960	1	5.03118	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	19901480	19902162	1	4.17557	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	26145200	26145290	1	3.82738635641	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	27628737	27629323	2	1.2335	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	28981181	28981390	1	0.785014705189	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	29211863	29212349	2	0.448609	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	30447027	30447495	1	3.46241929922	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	38076413	38077591	2	2.17451	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	38264161	38264570	1	15.3154127502	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	38274743	38274851	1	1.06832	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	42859068	42859212	1	2.17451	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	42942179	42942739	3	3.82207839114	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	44935381	44935590	1	1.76894759724	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	47782985	47783167	1	1.38453189796	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	48440668	48440784	1	3.61904	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	53515801	53516010	1	0.158317408513	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	53786787	53787299	2	2.24981	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	55619552	55620629	1	0.170312	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	63424982	63425118	1	0.5280755054	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	67650948	67651030	1	0.450488822915	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	68943590	68943760	1	4.17557	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	70704901	70705110	1	4.42839086787	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	70946934	70947148	1	0.97573	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	72917039	72917659	1	5.27043982068	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	74778374	74779008	1	2.29840288744	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	84858251	84858460	2	3.37456	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	85827512	85827720	1	2.47616922025	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	86194990	86195866	3	2.32175	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	88016388	88017142	4	3.79485485776	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	95076818	95076962	1	2.57409	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	100670379	100670503	1	13.5997045985	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	106582171	106583045	1	1.59836	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	111135079	111136411	4	4.74612342514	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	111200291	111200500	2	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	111884050	111884534	1	1.10352153853	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	113234241	113234450	2	3.61904	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	113297317	113297963	1	0.97573	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	114133281	114133490	1	5.91619407776	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	119008201	119008410	1	1.32264	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	119679031	119679213	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	120735763	120735937	1	0.362336	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	126972099	126972285	2	2.8988962749	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	127418121	127418835	2	1.86713	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	127649769	127649995	3	1.94790264145	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	127701383	127701553	1	0.0384061	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	128318772	128319088	1	3.59994574055	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	130026090	130026170	2	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	135004347	135004499	1	3.99105948552	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	137056801	137057210	3	2.14106	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	140964473	140964617	1	1.69100888814	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	148020392	148021112	2	4.12796867851	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	151409748	151409974	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	152466171	152466229	3	2.88342313711	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	164620555	164622069	3	2.63225398445	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	167292908	167293098	1	6.19165316863	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	169109899	169110031	1	1.39431371706	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	170744351	170744560	2	4.17557	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	170816771	170816980	1	0.0384061	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	171567981	171568390	1	0.342376	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	171999708	172000032	1	0.650791	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	172462001	172462810	1	1.89086875063	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	173463147	173463927	1	5.09106621676	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	175030593	175031447	1	1.92040705548	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	176088160	176088692	1	5.20899	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	177622706	177622798	1	5.20899	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	178376081	178376290	1	9.3738	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	188983566	188983704	1	4.27107	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	189784035	189784589	1	0.258921	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	190534394	190534810	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	190635751	190636160	2	4.22353143708	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	191521765	191521875	1	4.34799	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	193502301	193502510	3	4.78951783882	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	196850012	196850226	2	6.53162	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	200306310	200306804	2	5.03118	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	201558217	201558853	1	4.00888	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	202032551	202032760	2	4.17557	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	206502811	206503020	2	3.11265	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	213151533	213152849	1	1.40466036182	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	214587598	214587678	1	9.3738	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	215311910	215312102	3	2.46186	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	216769011	216769131	1	4.34799	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	218322861	218323315	1	0.623186964282	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	218398131	218398340	1	4.3562306493	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	219010297	219010421	2	8.37367623956	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	219509732	219510598	1	7.37541	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	219543785	219544051	2	2.95939	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	219552193	219552837	4	2.03703	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	224650825	224651289	2	7.19516	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	227325002	227325816	2	2.14106	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	230660665	230660749	2	3.17186409781	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	231414121	231414330	3	2.25473962701	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	232327200	232327338	2	6.41666787127	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	232439654	232440306	1	0.0886051072997	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr2	233460749	233461185	2	4.54821090959	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	235479568	235479802	3	6.76971	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	237132972	237133064	1	6.59769	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	238426645	238427089	2	1.0271	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	239586721	239586930	1	6.76971	2	SNP that strongly alters CTCF motif strength.	HG2
chr2	240232788	240233628	2	3.18628	1	SNP that moderately affects CTCF motif strength.	HG2
chr2	241595720	241595834	1	0.258921	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr3	9915010	9915792	1	0.893989	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr3	10508732	10508868	1	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr3	12287448	12288102	2	5.82612011255	2	SNP that strongly alters CTCF motif strength.	HG2
chr3	16410682	16410779	1	9.3738	2	SNP that strongly alters CTCF motif strength.	HG2
chr3	30135021	30135830	1	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr3	37535991	37536200	1	8.05316	2	SNP that strongly alters CTCF motif strength.	HG2
chr3	46442698	46442892	2	18.7679	2	SNP that strongly alters CTCF motif strength.	HG2
chr3	53622511	53622920	1	3.37456	1	SNP that moderately affects CTCF motif strength.	HG2
chr3	58217214	58217772	2	5.57719991749	2	SNP that strongly alters CTCF motif strength.	HG2
chr3	75552255	75552337	3	1.70394	1	SNP that moderately affects CTCF motif strength.	HG2
chr3	81761040	81761520	1	1.2335	1	SNP that moderately affects CTCF motif strength.	HG2
chr3	95184157	95184205	1	0.100111	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr3	98185271	98185480	1	1.45949410233	1	SNP that moderately affects CTCF motif strength.	HG2
chr3	110495708	110495822	2	0.709309833352	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr3	125766408	125766488	1	1.86713	1	SNP that moderately affects CTCF motif strength.	HG2
chr3	126083889	126084425	3	3.17321	1	SNP that moderately affects CTCF motif strength.	HG2
chr3	126982355	126983407	1	0.97573	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr3	128408481	128408890	1	0.596686916609	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr3	129343966	129344044	1	0.19557336581	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr3	186093611	186093820	1	4.17557	1	SNP that moderately affects CTCF motif strength.	HG2
chr3	190032911	190033120	1	2.95939	1	SNP that moderately affects CTCF motif strength.	HG2
chr3	194929311	194929720	2	2.00634847499	1	SNP that moderately affects CTCF motif strength.	HG2
chr3	195653804	195653852	1	1.60049358465	1	SNP that moderately affects CTCF motif strength.	HG2
chr3	196191991	196192200	3	8.78955	2	SNP that strongly alters CTCF motif strength.	HG2
chr3	197547483	197548011	2	6.14194	2	SNP that strongly alters CTCF motif strength.	HG2
chr4	1268085	1268205	1	2.04561917506	1	SNP that moderately affects CTCF motif strength.	HG2
chr4	3942546	3942668	2	2.75363622064	1	SNP that moderately affects CTCF motif strength.	HG2
chr4	8900651	8901060	1	5.2514	2	SNP that strongly alters CTCF motif strength.	HG2
chr4	9577901	9578310	2	4.01360371765	1	SNP that moderately affects CTCF motif strength.	HG2
chr4	17709751	17709960	2	0.599121	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr4	25976871	25977080	1	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr4	38759580	38759770	2	3.97946760523	1	SNP that moderately affects CTCF motif strength.	HG2
chr4	48931527	48931623	1	6.76971	2	SNP that strongly alters CTCF motif strength.	HG2
chr4	54976781	54976990	2	4.71021541395	1	SNP that moderately affects CTCF motif strength.	HG2
chr4	59161371	59161580	1	4.17557	1	SNP that moderately affects CTCF motif strength.	HG2
chr4	60464273	60464357	1	0.543340867287	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr4	61517196	61517376	1	6.76971	2	SNP that strongly alters CTCF motif strength.	HG2
chr4	77024039	77024183	1	5.17799254458	2	SNP that strongly alters CTCF motif strength.	HG2
chr4	82739432	82739598	2	4.34799	1	SNP that moderately affects CTCF motif strength.	HG2
chr4	87391137	87391513	1	6.40886454325	2	SNP that strongly alters CTCF motif strength.	HG2
chr4	88870781	88870990	1	2.76835	1	SNP that moderately affects CTCF motif strength.	HG2
chr4	107720133	107720671	2	6.65945373391	2	SNP that strongly alters CTCF motif strength.	HG2
chr4	120870386	120870550	1	2.20746676785	1	SNP that moderately affects CTCF motif strength.	HG2
chr4	121696929	121697247	4	8.05316	2	SNP that strongly alters CTCF motif strength.	HG2
chr4	123096111	123096320	1	5.4555	2	SNP that strongly alters CTCF motif strength.	HG2
chr4	124944111	124944169	4	5.03118	2	SNP that strongly alters CTCF motif strength.	HG2
chr4	130336661	130337070	3	6.76971	2	SNP that strongly alters CTCF motif strength.	HG2
chr4	131430341	131430550	1	3.61904	1	SNP that moderately affects CTCF motif strength.	HG2
chr4	138919182	138919412	1	6.76971	2	SNP that strongly alters CTCF motif strength.	HG2
chr4	153466178	153466732	1	1.37821458249	1	SNP that moderately affects CTCF motif strength.	HG2
chr4	154024191	154024400	2	5.03118	2	SNP that strongly alters CTCF motif strength.	HG2
chr4	154119391	154119600	3	10.0997741318	2	SNP that strongly alters CTCF motif strength.	HG2
chr4	156378273	156378357	1	11.1706386208	2	SNP that strongly alters CTCF motif strength.	HG2
chr4	169270433	169271387	2	2.03703	1	SNP that moderately affects CTCF motif strength.	HG2
chr4	183619320	183619816	1	3.6099	1	SNP that moderately affects CTCF motif strength.	HG2
chr4	184649255	184649783	4	3.17321	1	SNP that moderately affects CTCF motif strength.	HG2
chr4	185535454	185535632	1	1.53350233615	1	SNP that moderately affects CTCF motif strength.	HG2
chr4	186885440	186885554	3	3.19581	1	SNP that moderately affects CTCF motif strength.	HG2
chr4	186901691	186902100	2	9.3738	2	SNP that strongly alters CTCF motif strength.	HG2
chr5	1209053	1209193	1	0.648805440801	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr5	4198601	4198810	2	6.59769	2	SNP that strongly alters CTCF motif strength.	HG2
chr5	7897101	7897310	2	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr5	8012491	8012549	2	14.6127865949	2	SNP that strongly alters CTCF motif strength.	HG2
chr5	10201561	10201770	2	4.94965390262	1	SNP that moderately affects CTCF motif strength.	HG2
chr5	16559341	16559550	1	4.58882129227	1	SNP that moderately affects CTCF motif strength.	HG2
chr5	27652591	27652800	2	5.4555	2	SNP that strongly alters CTCF motif strength.	HG2
chr5	34464631	34466195	2	0.274069005198	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr5	34538008	34538268	2	5.4555	2	SNP that strongly alters CTCF motif strength.	HG2
chr5	53335201	53335259	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr5	55534472	55535358	3	5.03118	2	SNP that strongly alters CTCF motif strength.	HG2
chr5	66864706	66864784	4	5.4555	2	SNP that strongly alters CTCF motif strength.	HG2
chr5	71778812	71778918	1	2.01789	1	SNP that moderately affects CTCF motif strength.	HG2
chr5	74766314	74766646	1	7.35449	2	SNP that strongly alters CTCF motif strength.	HG2
chr5	96935767	96936099	1	0.100111	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr5	127108691	127108900	1	4.00888	1	SNP that moderately affects CTCF motif strength.	HG2
chr5	135174871	135174951	3	4.39379	1	SNP that moderately affects CTCF motif strength.	HG2
chr5	170274431	170274640	3	7.55873	2	SNP that strongly alters CTCF motif strength.	HG2
chr5	173764544	173764700	2	5.92834367086	2	SNP that strongly alters CTCF motif strength.	HG2
chr5	177303473	177303993	1	0.632260272065	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	3835007	3835575	1	2.17451	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	5260321	5261687	3	7.37541	2	SNP that strongly alters CTCF motif strength.	HG2
chr6	7238820	7239386	1	1.12303216475	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	7261263	7261473	1	0.281250382112	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	7426693	7427209	1	0.0384061	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	7541171	7541627	1	0.650791	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	8435521	8435657	2	7.99948287877	2	SNP that strongly alters CTCF motif strength.	HG2
chr6	10440767	10441617	1	0.0254296752934	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	11392648	11393408	2	0.97573	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	13278349	13278461	1	0.0134830055438	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	16128723	16129299	2	1.32264	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	17600194	17600430	2	2.66107657708	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	17815422	17815578	1	0.59420619488	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	18122586	18122900	1	2.17451	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	20270911	20271120	1	14.3303389903	2	SNP that strongly alters CTCF motif strength.	HG2
chr6	24431145	24431265	1	2.46186	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	25748434	25749786	2	2.72994	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	28136684	28137086	1	0.190375	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	28443482	28443540	1	0.467019370778	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	28923783	28924327	1	0.0384061	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	29748929	29749247	1	2.95939	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	29752984	29753568	1	0.387621954146	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	29966093	29966307	2	1.67257109363	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	30213421	30213559	1	4.27107	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	30345036	30345410	2	2.57503007484	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	31197638	31198226	2	2.03703	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	31203144	31204456	1	0.560073161458	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	31367013	31367177	6	4.42988824454	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	31374211	31374420	5	3.37456	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	31403296	31403816	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	31414541	31414750	2	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	31541850	31542470	1	2.9472182052	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	32622605	32622673	4	3.82061	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	32692183	32692267	1	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	33271581	33272307	1	2.59208	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	34391712	34392338	3	1.86713	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	37560581	37560790	2	0.100111	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	38279461	38279670	1	5.39208	2	SNP that strongly alters CTCF motif strength.	HG2
chr6	41318701	41319173	1	0.97573	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	42901610	42901780	1	0.0384061	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	43386644	43386770	2	4.17557	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	43771233	43772127	1	0.178611141627	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	44223293	44224051	1	0.555431	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	44253591	44253800	1	1.54039	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	47351947	47352575	1	2.98599413773	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	50815936	50816710	1	3.17321	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	53794234	53794550	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	53956178	53956316	1	1.54039	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	57316556	57316830	1	9.3738	2	SNP that strongly alters CTCF motif strength.	HG2
chr6	111565977	111566123	1	6.45923614843	2	SNP that strongly alters CTCF motif strength.	HG2
chr6	116112031	116112240	2	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	116254054	116254248	1	1.6129925726	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	117404601	117404810	2	1.90209418246	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	117675317	117675533	1	0.100111	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	125790492	125791214	1	3.45848770812	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	135759998	135760052	1	2.36226	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	140897738	140898830	4	4.25001429124	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	143267693	143267907	2	4.00561	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	144284698	144285492	4	10.7735983243	2	SNP that strongly alters CTCF motif strength.	HG2
chr6	145075481	145075690	1	1.12101	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	145634092	145634276	1	0.0384061	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	145734701	145735345	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	148955072	148955169	1	1.12101	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	151589631	151590040	1	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	154166141	154166550	3	3.06517671903	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	156416461	156416670	2	8.05316	2	SNP that strongly alters CTCF motif strength.	HG2
