variant_id	DIFF_LOG2_data1	DIFF_LOG2_data2	CHR	POS1	POS2	transcription_factor_data1	haplotype1_data1	haplotype2_data1	HMAX_data1	transcription_factor_data2	haplotype1_data2	haplotype2_data2	HMAX_data2	LENGTH	Unnamed: 0	btwn_lines	GENOME	prediction_quality
chr1_101520318_101520536	0.276	0.01	chr1	101520318	101520536	CTCF_ENCSR000AKB	19.0	23.0	23	CTCF	8409.0	8353.0	8409.0	218	1	0	GM12878	bad
chr1_101520318_101520536	0.214	0.01	chr1	101520318	101520536	CTCF_ENCSR000DKV	25.0	29.0	29	CTCF	8409.0	8353.0	8409.0	218	2	0	GM12878	bad
chr1_101520318_101520536	-0.759	0.01	chr1	101520318	101520536	CTCF_ENCSR000DRZ	22.0	13.0	22	CTCF	8409.0	8353.0	8409.0	218	2	0	GM12878	bad
chr1_101567716_101567812	-0.074	0.016	chr1	101567716	101567812	CTCF_ENCSR000AKB	20.0	19.0	20	CTCF	11450.0	11324.011	11450.0	96	2	1	GM12878	good
chr1_101567716_101567812	0.263	0.016	chr1	101567716	101567812	CTCF_ENCSR000DKV	20.0	24.0	24	CTCF	11450.0	11324.011	11450.0	96	3	1	GM12878	good
chr1_101567716_101567812	0.276	0.016	chr1	101567716	101567812	CTCF_ENCSR000DRZ	19.0	23.0	23	CTCF	11450.0	11324.011	11450.0	96	3	1	GM12878	good
chr1_101567716_101567812	-0.074	0.016	chr1	101567716	101567812	CTCF_ENCSR000AKB	20.0	19.0	20	CTCF	11450.0	11324.011	11450.0	96	2	0	GM12878	bad
chr1_101567716_101567812	0.263	0.016	chr1	101567716	101567812	CTCF_ENCSR000DKV	20.0	24.0	24	CTCF	11450.0	11324.011	11450.0	96	3	0	GM12878	bad
chr1_101567716_101567812	0.276	0.016	chr1	101567716	101567812	CTCF_ENCSR000DRZ	19.0	23.0	23	CTCF	11450.0	11324.011	11450.0	96	3	0	GM12878	bad
chr1_1019276_1019776	-1.248	0.02	chr1	1019276	1019776	CTCF_ENCSR000DKV	19.0	8.0	19	CTCF	4027.0	3970.516	4027.0	500	4	0	GM12878	bad
chr1_1019276_1019776	-1.17	0.02	chr1	1019276	1019776	CTCF_ENCSR000DRZ	18.0	8.0	18	CTCF	4027.0	3970.516	4027.0	500	4	0	GM12878	bad
chr1_10210346_10210508	0.044	-0.0	chr1	10210346	10210508	CTCF_ENCSR000DKV	32.0	33.0	33	CTCF	13403.994	13408.0	13408.0	162	5	1	GM12878	good
chr1_10210346_10210508	-0.119	-0.0	chr1	10210346	10210508	CTCF_ENCSR000DRZ	38.0	35.0	38	CTCF	13403.994	13408.0	13408.0	162	5	1	GM12878	good
chr1_10210346_10210508	-1.254	-0.0	chr1	10210346	10210508	CTCF_ENCSR000AKB	31.0	13.0	31	CTCF	13403.994	13408.0	13408.0	162	3	0	GM12878	bad
chr1_10210346_10210508	0.044	-0.0	chr1	10210346	10210508	CTCF_ENCSR000DKV	32.0	33.0	33	CTCF	13403.994	13408.0	13408.0	162	5	0	GM12878	bad
chr1_10210346_10210508	-0.119	-0.0	chr1	10210346	10210508	CTCF_ENCSR000DRZ	38.0	35.0	38	CTCF	13403.994	13408.0	13408.0	162	5	0	GM12878	bad
chr1_10668338_10668738	-0.16	0.03	chr1	10668338	10668738	CTCF	19.0	17.0	19	CTCF	1258.0	1232.021	1258.0	400	2	1	HepG2	good
chr1_10668338_10668738	-0.16	0.03	chr1	10668338	10668738	CTCF	19.0	17.0	19	CTCF	1258.0	1232.021	1258.0	400	2	0	HepG2	bad
chr1_10692287_10692731	-0.322	-0.001	chr1	10692287	10692731	CTCF	40.0	32.0	40	CTCF	2307.001	2309.0	2309.0	444	3	1	HepG2	good
chr1_10692287_10692731	-0.322	-0.001	chr1	10692287	10692731	CTCF	40.0	32.0	40	CTCF	2307.001	2309.0	2309.0	444	3	0	HepG2	bad
chr1_107197143_107197217	0.585	-0.001	chr1	107197143	107197217	CTCF_ENCSR000AKB	14.0	21.0	21	CTCF	4589.0	4591.0	4591.0	74	4	1	GM12878	good
chr1_107197143_107197217	0.107	-0.001	chr1	107197143	107197217	CTCF_ENCSR000DKV	26.0	28.0	28	CTCF	4589.0	4591.0	4591.0	74	6	1	GM12878	good
chr1_107197143_107197217	-0.193	-0.001	chr1	107197143	107197217	CTCF_ENCSR000DRZ	16.0	14.0	16	CTCF	4589.0	4591.0	4591.0	74	6	1	GM12878	good
chr1_107197143_107197217	0.585	-0.001	chr1	107197143	107197217	CTCF_ENCSR000AKB	14.0	21.0	21	CTCF	4589.0	4591.0	4591.0	74	4	0	GM12878	bad
chr1_107197143_107197217	0.107	-0.001	chr1	107197143	107197217	CTCF_ENCSR000DKV	26.0	28.0	28	CTCF	4589.0	4591.0	4591.0	74	6	0	GM12878	bad
chr1_107197143_107197217	-0.193	-0.001	chr1	107197143	107197217	CTCF_ENCSR000DRZ	16.0	14.0	16	CTCF	4589.0	4591.0	4591.0	74	6	0	GM12878	bad
chr1_107750513_107750599	0.104	0.016	chr1	107750513	107750599	CTCF	67.0	72.0	72	CTCF	7772.0	7688.011	7772.0	86	4	1	HepG2	good
chr1_107750513_107750599	0.104	0.016	chr1	107750513	107750599	CTCF	67.0	72.0	72	CTCF	7772.0	7688.011	7772.0	86	4	0	HepG2	bad
chr1_10848201_10848410	0.766	0.097	chr1	10848201	10848410	CTCF	10.0	17.0	17	CTCF	780.0	729.066	780.0	209	5	1	HepG2	good
chr1_10848201_10848410	0.766	0.097	chr1	10848201	10848410	CTCF	10.0	17.0	17	CTCF	780.0	729.066	780.0	209	5	0	HepG2	bad
chr1_109393075_109393217	0.067	0.024	chr1	109393075	109393217	CTCF	21.0	22.0	22	CTCF	1316.0	1294.017	1316.0	142	7	1	HepG2	good
chr1_109393075_109393217	0.067	0.024	chr1	109393075	109393217	CTCF	21.0	22.0	22	CTCF	1316.0	1294.017	1316.0	142	7	0	HepG2	bad
chr1_109466476_109466864	-0.252	0.001	chr1	109466476	109466864	CTCF	25.0	21.0	25	CTCF	1508.0	1507.001	1508.0	388	8	1	HepG2	good
chr1_109466476_109466864	-0.252	0.001	chr1	109466476	109466864	CTCF	25.0	21.0	25	CTCF	1508.0	1507.001	1508.0	388	8	0	HepG2	bad
chr1_109532166_109533144	-0.188	0.022	chr1	109532166	109533144	CTCF	41.0	36.0	41	CTCF	3257.0	3207.016	3257.0	978	9	1	HepG2	good
chr1_109532166_109533144	-0.188	0.022	chr1	109532166	109533144	CTCF	41.0	36.0	41	CTCF	3257.0	3207.016	3257.0	978	9	0	HepG2	bad
chr1_109532425_109532525	-0.547	0.09	chr1	109532425	109532525	CTCF_ENCSR000AKB	19.0	13.0	19	CTCF	14378.0	13506.055	14378.0	100	5	1	GM12878	good
chr1_109532425_109532525	0.472	0.09	chr1	109532425	109532525	CTCF_ENCSR000DKV	31.0	43.0	43	CTCF	14378.0	13506.055	14378.0	100	7	1	GM12878	good
chr1_109532425_109532525	-0.547	0.09	chr1	109532425	109532525	CTCF_ENCSR000AKB	19.0	13.0	19	CTCF	14378.0	13506.055	14378.0	100	5	0	GM12878	bad
chr1_109532425_109532525	0.472	0.09	chr1	109532425	109532525	CTCF_ENCSR000DKV	31.0	43.0	43	CTCF	14378.0	13506.055	14378.0	100	7	0	GM12878	bad
chr1_109532983_109533047	-0.374	-0.037	chr1	109532983	109533047	CTCF_ENCSR000DKV	35.0	27.0	35	CTCF	10164.022	10428.0	10428.0	64	8	1	GM12878	good
chr1_109532983_109533047	0.193	-0.037	chr1	109532983	109533047	CTCF_ENCSR000DRZ	14.0	16.0	16	CTCF	10164.022	10428.0	10428.0	64	8	1	GM12878	good
chr1_109532983_109533047	-0.374	-0.037	chr1	109532983	109533047	CTCF_ENCSR000DKV	35.0	27.0	35	CTCF	10164.022	10428.0	10428.0	64	8	0	GM12878	bad
chr1_109532983_109533047	0.193	-0.037	chr1	109532983	109533047	CTCF_ENCSR000DRZ	14.0	16.0	16	CTCF	10164.022	10428.0	10428.0	64	8	0	GM12878	bad
chr1_109640365_109640451	-0.263	-0.027	chr1	109640365	109640451	CTCF_ENCSR000AKB	18.0	15.0	18	CTCF	14228.02	14500.0	14500.0	86	6	1	GM12878	good
chr1_109640365_109640451	0.193	-0.027	chr1	109640365	109640451	CTCF_ENCSR000DKV	28.0	32.0	32	CTCF	14228.02	14500.0	14500.0	86	9	1	GM12878	good
chr1_109640365_109640451	0.642	-0.027	chr1	109640365	109640451	CTCF_ENCSR000DRZ	25.0	39.0	39	CTCF	14228.02	14500.0	14500.0	86	9	1	GM12878	good
chr1_109640365_109640451	-0.263	-0.027	chr1	109640365	109640451	CTCF_ENCSR000AKB	18.0	15.0	18	CTCF	14228.02	14500.0	14500.0	86	6	0	GM12878	bad
chr1_109640365_109640451	0.193	-0.027	chr1	109640365	109640451	CTCF_ENCSR000DKV	28.0	32.0	32	CTCF	14228.02	14500.0	14500.0	86	9	0	GM12878	bad
chr1_109640365_109640451	0.642	-0.027	chr1	109640365	109640451	CTCF_ENCSR000DRZ	25.0	39.0	39	CTCF	14228.02	14500.0	14500.0	86	9	0	GM12878	bad
chr1_109655982_109656144	1.064	1.009	chr1	109655982	109656144	CTCF	22.0	46.0	46	CTCF	2050.0	1018.503	2050.0	162	10	1	HepG2	good
chr1_109704131_109704540	0.387	-0.012	chr1	109704131	109704540	CTCF	13.0	17.0	17	CTCF	1109.009	1118.5	1118.5	409	11	1	HepG2	good
chr1_109704131_109704540	0.387	-0.012	chr1	109704131	109704540	CTCF	13.0	17.0	17	CTCF	1109.009	1118.5	1118.5	409	11	0	HepG2	bad
chr1_109960585_109960679	0.111	0.021	chr1	109960585	109960679	CTCF	25.0	27.0	27	CTCF	2039.0	2009.015	2039.0	94	12	1	HepG2	good
chr1_109960585_109960679	0.111	0.021	chr1	109960585	109960679	CTCF	25.0	27.0	27	CTCF	2039.0	2009.015	2039.0	94	12	0	HepG2	bad
chr1_110130401_110130610	-0.801	0.17	chr1	110130401	110130610	CTCF	61.0	35.0	61	CTCF	3986.0	3542.112	3986.0	209	13	1	HepG2	good
chr1_110312726_110312832	-0.104	0.024	chr1	110312726	110312832	CTCF	129.0	120.0	129	CTCF	10038.0	9872.021	10038.0	106	14	1	HepG2	good
chr1_110312726_110312832	-0.104	0.024	chr1	110312726	110312832	CTCF	129.0	120.0	129	CTCF	10038.0	9872.021	10038.0	106	14	0	HepG2	bad
chr1_110455271_110455480	-0.39	0.066	chr1	110455271	110455480	CTCF	38.0	29.0	38	CTCF	3243.5	3098.044	3243.5	209	15	1	HepG2	good
chr1_110455271_110455480	-0.39	0.066	chr1	110455271	110455480	CTCF	38.0	29.0	38	CTCF	3243.5	3098.044	3243.5	209	15	0	HepG2	bad
chr1_110496151_110496233	0.012	-0.019	chr1	110496151	110496233	CTCF	118.0	119.0	119	CTCF	8408.012	8520.0	8520.0	82	16	1	HepG2	good
chr1_110496151_110496233	0.012	-0.019	chr1	110496151	110496233	CTCF	118.0	119.0	119	CTCF	8408.012	8520.0	8520.0	82	16	0	HepG2	bad
chr1_111031935_111032835	0.084	-0.017	chr1	111031935	111032835	CTCF	67.0	71.0	71	CTCF	258.636	261.625	261.625	900	17	1	HepG2	good
chr1_111031935_111032835	0.084	-0.017	chr1	111031935	111032835	CTCF	67.0	71.0	71	CTCF	258.636	261.625	261.625	900	17	0	HepG2	bad
chr1_111197722_111197774	-4.129	-3.962	chr1	111197722	111197774	CTCF_ENCSR000DKV	35.0	2.0	35	CTCF	657.935	10256.0	10256.0	52	10	1	GM12878	good
chr1_111197722_111197774	-4.644	-3.962	chr1	111197722	111197774	CTCF_ENCSR000DRZ	25.0	1.0	25	CTCF	657.935	10256.0	10256.0	52	10	1	GM12878	good
chr1_111222761_111223257	0.117	0.032	chr1	111222761	111223257	CTCF	130.0	141.0	141	CTCF	4150.0	4059.024	4150.0	496	18	1	HepG2	good
chr1_111222761_111223257	0.117	0.032	chr1	111222761	111223257	CTCF	130.0	141.0	141	CTCF	4150.0	4059.024	4150.0	496	18	0	HepG2	bad
chr1_111222898_111223204	0.415	-0.0	chr1	111222898	111223204	CTCF_ENCSR000DKV	21.0	28.0	28	CTCF	8091.999	8094.0	8094.0	306	11	1	GM12878	good
chr1_111222898_111223204	0.441	-0.0	chr1	111222898	111223204	CTCF_ENCSR000DRZ	14.0	19.0	19	CTCF	8091.999	8094.0	8094.0	306	11	1	GM12878	good
chr1_111222898_111223204	0.415	-0.0	chr1	111222898	111223204	CTCF_ENCSR000DKV	21.0	28.0	28	CTCF	8091.999	8094.0	8094.0	306	11	0	GM12878	bad
chr1_111222898_111223204	0.441	-0.0	chr1	111222898	111223204	CTCF_ENCSR000DRZ	14.0	19.0	19	CTCF	8091.999	8094.0	8094.0	306	11	0	GM12878	bad
chr1_111334297_111334489	0.207	-0.033	chr1	111334297	111334489	CTCF	97.0	112.0	112	CTCF	7441.023	7614.0	7614.0	192	19	1	HepG2	good
chr1_111334297_111334489	0.207	-0.033	chr1	111334297	111334489	CTCF	97.0	112.0	112	CTCF	7441.023	7614.0	7614.0	192	19	0	HepG2	bad
chr1_111334311_111334403	-0.354	0.021	chr1	111334311	111334403	CTCF_ENCSR000DKV	23.0	18.0	23	CTCF	9061.0	8929.52	9061.0	92	12	1	GM12878	good
chr1_111334311_111334403	-0.354	0.021	chr1	111334311	111334403	CTCF_ENCSR000DKV	23.0	18.0	23	CTCF	9061.0	8929.52	9061.0	92	12	0	GM12878	bad
chr1_111747402_111747448	-0.152	-0.02	chr1	111747402	111747448	CTCF_ENCSR000DKV	40.0	36.0	40	CTCF	11700.018	11860.0	11860.0	46	13	1	GM12878	good
chr1_111747402_111747448	-0.152	-0.02	chr1	111747402	111747448	CTCF_ENCSR000DKV	40.0	36.0	40	CTCF	11700.018	11860.0	11860.0	46	13	0	GM12878	bad
chr1_111747402_111747448	1.29	-0.02	chr1	111747402	111747448	CTCF_ENCSR000DRZ	9.0	22.0	22	CTCF	11700.018	11860.0	11860.0	46	12	0	GM12878	bad
chr1_111813789_111814141	1.138	0.019	chr1	111813789	111814141	CTCF	15.0	33.0	33	CTCF	1243.0	1226.513	1243.0	352	20	0	HepG2	bad
chr1_112501914_112502228	-0.827	0.0	chr1	112501914	112502228	CTCF	94.0	53.0	94	CTCF	6372.5	6372.003	6372.5	314	21	1	HepG2	good
chr1_112501914_112502228	-0.827	0.0	chr1	112501914	112502228	CTCF	94.0	53.0	94	CTCF	6372.5	6372.003	6372.5	314	21	0	HepG2	bad
chr1_112619302_112620226	-0.078	-0.014	chr1	112619302	112620226	CTCF	19.0	18.0	19	CTCF	939.01	948.0	948.0	924	22	1	HepG2	good
chr1_112619302_112620226	-0.078	-0.014	chr1	112619302	112620226	CTCF	19.0	18.0	19	CTCF	939.01	948.0	948.0	924	22	0	HepG2	bad
chr1_113389843_113390659	0.3	-0.004	chr1	113389843	113390659	CTCF	26.0	32.0	32	CTCF	509.003	510.5	510.5	816	23	1	HepG2	good
chr1_113389843_113390659	0.3	-0.004	chr1	113389843	113390659	CTCF	26.0	32.0	32	CTCF	509.003	510.5	510.5	816	23	0	HepG2	bad
chr1_115112895_115113061	0.547	-0.0	chr1	115112895	115113061	CTCF_ENCSR000DKV	13.0	19.0	19	CTCF	12230.006	12234.0	12234.0	166	14	1	GM12878	good
chr1_115112895_115113061	-0.372	-0.0	chr1	115112895	115113061	CTCF_ENCSR000DRZ	22.0	17.0	22	CTCF	12230.006	12234.0	12234.0	166	13	1	GM12878	good
chr1_115112895_115113061	1.152	-0.0	chr1	115112895	115113061	CTCF_ENCSR000AKB	9.0	20.0	20	CTCF	12230.006	12234.0	12234.0	166	7	0	GM12878	bad
chr1_115112895_115113061	0.547	-0.0	chr1	115112895	115113061	CTCF_ENCSR000DKV	13.0	19.0	19	CTCF	12230.006	12234.0	12234.0	166	14	0	GM12878	bad
chr1_115112895_115113061	-0.372	-0.0	chr1	115112895	115113061	CTCF_ENCSR000DRZ	22.0	17.0	22	CTCF	12230.006	12234.0	12234.0	166	13	0	GM12878	bad
chr1_116152063_116152379	0.888	-0.005	chr1	116152063	116152379	CTCF_ENCSR000DKV	20.0	37.0	37	CTCF	9382.014	9413.0	9413.0	316	15	1	GM12878	good
chr1_116152063_116152379	0.202	-0.005	chr1	116152063	116152379	CTCF_ENCSR000DRZ	20.0	23.0	23	CTCF	9382.014	9413.0	9413.0	316	14	1	GM12878	good
chr1_116152063_116152379	0.888	-0.005	chr1	116152063	116152379	CTCF_ENCSR000DKV	20.0	37.0	37	CTCF	9382.014	9413.0	9413.0	316	15	0	GM12878	bad
chr1_116152063_116152379	0.202	-0.005	chr1	116152063	116152379	CTCF_ENCSR000DRZ	20.0	23.0	23	CTCF	9382.014	9413.0	9413.0	316	14	0	GM12878	bad
chr1_116672611_116672820	3.17	3.74	chr1	116672611	116672820	CTCF	5.0	45.0	45	CTCF	5462.0	408.925	5462.0	209	24	1	HepG2	good
chr1_116737401_116737569	0.637	-0.011	chr1	116737401	116737569	CTCF_ENCSR000DKV	27.0	42.0	42	CTCF	10796.014	10882.0	10882.0	168	16	1	GM12878	good
chr1_116737401_116737569	0.248	-0.011	chr1	116737401	116737569	CTCF_ENCSR000DRZ	16.0	19.0	19	CTCF	10796.014	10882.0	10882.0	168	15	1	GM12878	good
chr1_116737401_116737569	0.637	-0.011	chr1	116737401	116737569	CTCF_ENCSR000DKV	27.0	42.0	42	CTCF	10796.014	10882.0	10882.0	168	16	0	GM12878	bad
chr1_116737401_116737569	0.248	-0.011	chr1	116737401	116737569	CTCF_ENCSR000DRZ	16.0	19.0	19	CTCF	10796.014	10882.0	10882.0	168	15	0	GM12878	bad
chr1_116919871_116920080	-4.954	0.006	chr1	116919871	116920080	CTCF	31.0	1.0	31	CTCF	3077.5	3064.504	3077.5	209	25	0	HepG2	bad
chr1_11719645_11720037	0.181	-0.011	chr1	11719645	11720037	CTCF	15.0	17.0	17	CTCF	2346.007	2364.0	2364.0	392	26	1	HepG2	good
chr1_11719645_11720037	0.181	-0.011	chr1	11719645	11720037	CTCF	15.0	17.0	17	CTCF	2346.007	2364.0	2364.0	392	26	0	HepG2	bad
chr1_117284657_117284877	0.652	-0.0	chr1	117284657	117284877	CTCF	14.0	22.0	22	CTCF	6398.999	6401.0	6401.0	220	27	1	HepG2	good
chr1_117284657_117284877	0.652	-0.0	chr1	117284657	117284877	CTCF	14.0	22.0	22	CTCF	6398.999	6401.0	6401.0	220	27	0	HepG2	bad
chr1_117672174_117672270	-1.074	-0.857	chr1	117672174	117672270	CTCF	120.0	57.0	120	CTCF	3638.447	6588.0	6588.0	96	29	1	HepG2	good
chr1_117754036_117755050	-0.152	-0.037	chr1	117754036	117755050	CTCF	50.0	45.0	50	CTCF	4838.025	4965.0	4965.0	1014	30	1	HepG2	good
chr1_117754036_117755050	-0.152	-0.037	chr1	117754036	117755050	CTCF	50.0	45.0	50	CTCF	4838.025	4965.0	4965.0	1014	30	0	HepG2	bad
chr1_117842941_117843150	0.737	0.045	chr1	117842941	117843150	CTCF	12.0	20.0	20	CTCF	3450.5	3344.53	3450.5	209	31	1	HepG2	good
chr1_117842941_117843150	0.737	0.045	chr1	117842941	117843150	CTCF	12.0	20.0	20	CTCF	3450.5	3344.53	3450.5	209	31	0	HepG2	bad
chr1_11907648_11908278	-1.33	-0.694	chr1	11907648	11908278	CTCF	186.0	74.0	186	CTCF	2238.383	3620.0	3620.0	630	32	1	HepG2	good
chr1_11967248_11967418	-0.012	0.0	chr1	11967248	11967418	CTCF	118.0	117.0	118	CTCF	8884.0	8884.0	8884.0	170	33	1	HepG2	good
chr1_11967248_11967418	-0.012	0.0	chr1	11967248	11967418	CTCF	118.0	117.0	118	CTCF	8884.0	8884.0	8884.0	170	33	0	HepG2	bad
chr1_119674921_119675013	6.248	0.02	chr1	119674921	119675013	CTCF	3.0	228.0	228	CTCF	7660.0	7556.008	7660.0	92	34	0	HepG2	bad
chr1_119697030_119697066	0.469	-0.051	chr1	119697030	119697066	CTCF	13.0	18.0	18	CTCF	897.034	929.0	929.0	36	35	1	HepG2	good
chr1_119697030_119697066	0.469	-0.051	chr1	119697030	119697066	CTCF	13.0	18.0	18	CTCF	897.034	929.0	929.0	36	35	0	HepG2	bad
chr1_119724740_119725110	-0.663	0.103	chr1	119724740	119725110	CTCF	19.0	12.0	19	CTCF	430.25	400.569	430.25	370	36	1	HepG2	good
chr1_119744180_119744328	-0.064	0.036	chr1	119744180	119744328	CTCF_ENCSR000DKV	23.0	22.0	23	CTCF	10156.0	9906.016	10156.0	148	17	1	GM12878	good
chr1_119744180_119744328	1.0	0.036	chr1	119744180	119744328	CTCF_ENCSR000DRZ	13.0	26.0	26	CTCF	10156.0	9906.016	10156.0	148	16	1	GM12878	good
chr1_119744180_119744328	-0.064	0.036	chr1	119744180	119744328	CTCF_ENCSR000DKV	23.0	22.0	23	CTCF	10156.0	9906.016	10156.0	148	17	0	GM12878	bad
chr1_119744180_119744328	1.0	0.036	chr1	119744180	119744328	CTCF_ENCSR000DRZ	13.0	26.0	26	CTCF	10156.0	9906.016	10156.0	148	16	0	GM12878	bad
chr1_11982041_11982250	1.874	1.99	chr1	11982041	11982250	CTCF	6.0	22.0	22	CTCF	1880.0	473.248	1880.0	209	38	1	HepG2	good
chr1_1290232_1290390	0.087	0.005	chr1	1290232	1290390	CTCF	48.0	51.0	51	CTCF	6992.0	6967.003	6992.0	158	40	1	HepG2	good
chr1_1290232_1290390	0.087	0.005	chr1	1290232	1290390	CTCF	48.0	51.0	51	CTCF	6992.0	6967.003	6992.0	158	40	0	HepG2	bad
chr1_14415497_14415613	0.379	0.046	chr1	14415497	14415613	CTCF	20.0	26.0	26	CTCF	2646.375	2563.031	2646.375	116	41	1	HepG2	good
chr1_14415497_14415613	0.379	0.046	chr1	14415497	14415613	CTCF	20.0	26.0	26	CTCF	2646.375	2563.031	2646.375	116	41	0	HepG2	bad
chr1_145910170_145910304	0.61	0.021	chr1	145910170	145910304	CTCF	38.0	58.0	58	CTCF	6248.0	6156.011	6248.0	134	42	1	HepG2	good
chr1_145910170_145910304	0.61	0.021	chr1	145910170	145910304	CTCF	38.0	58.0	58	CTCF	6248.0	6156.011	6248.0	134	42	0	HepG2	bad
chr1_147242553_147243471	-0.385	-0.069	chr1	147242553	147243471	CTCF	47.0	36.0	47	CTCF	10632.057	11154.0	11154.0	918	43	1	HepG2	good
chr1_147242553_147243471	-0.385	-0.069	chr1	147242553	147243471	CTCF	47.0	36.0	47	CTCF	10632.057	11154.0	11154.0	918	43	0	HepG2	bad
chr1_14779276_14779376	0.383	0.009	chr1	14779276	14779376	CTCF	46.0	60.0	60	CTCF	5090.0	5060.008	5090.0	100	44	1	HepG2	good
chr1_14779276_14779376	0.383	0.009	chr1	14779276	14779376	CTCF	46.0	60.0	60	CTCF	5090.0	5060.008	5090.0	100	44	0	HepG2	bad
chr1_14949921_14950130	-0.216	0.012	chr1	14949921	14950130	CTCF	36.0	31.0	36	CTCF	990.0	982.009	990.0	209	45	1	HepG2	good
chr1_14949921_14950130	-0.216	0.012	chr1	14949921	14950130	CTCF	36.0	31.0	36	CTCF	990.0	982.009	990.0	209	45	0	HepG2	bad
chr1_150166123_150166257	-0.202	-0.012	chr1	150166123	150166257	CTCF_ENCSR000DKV	23.0	20.0	23	CTCF	9538.012	9616.0	9616.0	134	19	1	GM12878	good
chr1_150166123_150166257	-0.202	-0.012	chr1	150166123	150166257	CTCF_ENCSR000DKV	23.0	20.0	23	CTCF	9538.012	9616.0	9616.0	134	19	0	GM12878	bad
chr1_150429910_150430132	-0.17	-0.105	chr1	150429910	150430132	CTCF	45.0	40.0	45	CTCF	2276.07	2448.5	2448.5	222	47	1	HepG2	good
chr1_150532253_150532611	0.144	0.005	chr1	150532253	150532611	CTCF	19.0	21.0	21	CTCF	2250.0	2242.003	2250.0	358	48	1	HepG2	good
chr1_150532253_150532611	0.144	0.005	chr1	150532253	150532611	CTCF	19.0	21.0	21	CTCF	2250.0	2242.003	2250.0	358	48	0	HepG2	bad
chr1_15100471_15100623	-0.585	0.007	chr1	15100471	15100623	CTCF_ENCSR000AKB	18.0	12.0	18	CTCF	13740.0	13676.008	13740.0	152	8	1	GM12878	good
chr1_15100471_15100623	-0.199	0.007	chr1	15100471	15100623	CTCF_ENCSR000DKV	31.0	27.0	31	CTCF	13740.0	13676.008	13740.0	152	20	1	GM12878	good
chr1_15100471_15100623	-0.585	0.007	chr1	15100471	15100623	CTCF_ENCSR000AKB	18.0	12.0	18	CTCF	13740.0	13676.008	13740.0	152	8	0	GM12878	bad
chr1_15100471_15100623	-0.199	0.007	chr1	15100471	15100623	CTCF_ENCSR000DKV	31.0	27.0	31	CTCF	13740.0	13676.008	13740.0	152	20	0	GM12878	bad
chr1_15100471_15100623	1.115	0.007	chr1	15100471	15100623	CTCF_ENCSR000DRZ	12.0	26.0	26	CTCF	13740.0	13676.008	13740.0	152	17	0	GM12878	bad
chr1_15110746_15111170	0.449	0.078	chr1	15110746	15111170	CTCF	52.0	71.0	71	CTCF	1039.0	984.052	1039.0	424	49	1	HepG2	good
