variant_id	DIFF_LOG2_data1	DIFF_LOG2_data2	CHR	POS1	POS2	transcription_factor_data1	haplotype1_data1	haplotype2_data1	HMAX_data1	transcription_factor_data2	haplotype1_data2	haplotype2_data2	HMAX_data2	LENGTH	Unnamed: 0	btwn_lines
chr1_110455271_110455480	-0.39	0.066	chr1	110455271	110455480	CTCF	38.0	29.0	38	CTCF	3243.5	3098.044	3243.5	209	15	1
chr1_110496151_110496233	0.012	-0.019	chr1	110496151	110496233	CTCF	118.0	119.0	119	CTCF	8408.012	8520.0	8520.0	82	16	1
chr1_111031935_111032835	0.084	-0.017	chr1	111031935	111032835	CTCF	67.0	71.0	71	CTCF	258.636	261.625	261.625	900	17	1
chr1_111222761_111223257	0.117	0.032	chr1	111222761	111223257	CTCF	130.0	141.0	141	CTCF	4150.0	4059.024	4150.0	496	18	1
chr1_111334297_111334489	0.207	-0.033	chr1	111334297	111334489	CTCF	97.0	112.0	112	CTCF	7441.023	7614.0	7614.0	192	19	1
chr1_111813789_111814141	1.138	0.019	chr1	111813789	111814141	CTCF	15.0	33.0	33	CTCF	1243.0	1226.513	1243.0	352	20	0
chr1_112501914_112502228	-0.827	0.0	chr1	112501914	112502228	CTCF	94.0	53.0	94	CTCF	6372.5	6372.003	6372.5	314	21	1
chr1_112619302_112620226	-0.078	-0.014	chr1	112619302	112620226	CTCF	19.0	18.0	19	CTCF	939.01	948.0	948.0	924	22	1
chr1_113389843_113390659	0.3	-0.004	chr1	113389843	113390659	CTCF	26.0	32.0	32	CTCF	509.003	510.5	510.5	816	23	1
chr1_116672611_116672820	3.17	3.74	chr1	116672611	116672820	CTCF	5.0	45.0	45	CTCF	5462.0	408.925	5462.0	209	24	1
chr1_116919871_116920080	-4.954	0.006	chr1	116919871	116920080	CTCF	31.0	1.0	31	CTCF	3077.5	3064.504	3077.5	209	25	0
chr1_11719645_11720037	0.181	-0.011	chr1	11719645	11720037	CTCF	15.0	17.0	17	CTCF	2346.007	2364.0	2364.0	392	26	1
chr1_117284657_117284877	0.652	-0.0	chr1	117284657	117284877	CTCF	14.0	22.0	22	CTCF	6398.999	6401.0	6401.0	220	27	1
chr1_11749285_11749383	1.916	0.674	chr1	11749285	11749383	CTCF	31.0	117.0	117	CTCF	6739.0	4222.373	6739.0	98	28	0
chr1_117672174_117672270	-1.074	-0.857	chr1	117672174	117672270	CTCF	120.0	57.0	120	CTCF	3638.447	6588.0	6588.0	96	29	1
chr1_117754036_117755050	-0.152	-0.037	chr1	117754036	117755050	CTCF	50.0	45.0	50	CTCF	4838.025	4965.0	4965.0	1014	30	1
chr1_117842941_117843150	0.737	0.045	chr1	117842941	117843150	CTCF	12.0	20.0	20	CTCF	3450.5	3344.53	3450.5	209	31	1
chr1_11907648_11908278	-1.33	-0.694	chr1	11907648	11908278	CTCF	186.0	74.0	186	CTCF	2238.383	3620.0	3620.0	630	32	1
chr1_11967248_11967418	-0.012	0.0	chr1	11967248	11967418	CTCF	118.0	117.0	118	CTCF	8884.0	8884.0	8884.0	170	33	1
chr1_119674921_119675013	6.248	0.02	chr1	119674921	119675013	CTCF	3.0	228.0	228	CTCF	7660.0	7556.008	7660.0	92	34	0
chr1_119697030_119697066	0.469	-0.051	chr1	119697030	119697066	CTCF	13.0	18.0	18	CTCF	897.034	929.0	929.0	36	35	1
chr1_119724740_119725110	-0.663	0.103	chr1	119724740	119725110	CTCF	19.0	12.0	19	CTCF	430.25	400.569	430.25	370	36	1
chr1_11982041_11982250	1.874	1.99	chr1	11982041	11982250	CTCF	6.0	22.0	22	CTCF	1880.0	473.248	1880.0	209	38	1
chr1_119886257_119886417	-1.807	-0.1	chr1	119886257	119886417	CTCF	140.0	40.0	140	CTCF	6724.07	7206.0	7206.0	160	39	0
chr1_1290232_1290390	0.087	0.005	chr1	1290232	1290390	CTCF	48.0	51.0	51	CTCF	6992.0	6967.003	6992.0	158	40	1
chr1_14415497_14415613	0.379	0.046	chr1	14415497	14415613	CTCF	20.0	26.0	26	CTCF	2646.375	2563.031	2646.375	116	41	1
chr1_145910170_145910304	0.61	0.021	chr1	145910170	145910304	CTCF	38.0	58.0	58	CTCF	6248.0	6156.011	6248.0	134	42	1
chr1_147242553_147243471	-0.385	-0.069	chr1	147242553	147243471	CTCF	47.0	36.0	47	CTCF	10632.057	11154.0	11154.0	918	43	1
chr1_14779276_14779376	0.383	0.009	chr1	14779276	14779376	CTCF	46.0	60.0	60	CTCF	5090.0	5060.008	5090.0	100	44	1
chr1_14949921_14950130	-0.216	0.012	chr1	14949921	14950130	CTCF	36.0	31.0	36	CTCF	990.0	982.009	990.0	209	45	1
chr1_149708706_149708784	5.0	0.297	chr1	149708706	149708784	CTCF	1.0	32.0	32	CTCF	859.375	699.685	859.375	78	46	0
chr1_150429910_150430132	-0.17	-0.105	chr1	150429910	150430132	CTCF	45.0	40.0	45	CTCF	2276.07	2448.5	2448.5	222	47	1
chr1_150532253_150532611	0.144	0.005	chr1	150532253	150532611	CTCF	19.0	21.0	21	CTCF	2250.0	2242.003	2250.0	358	48	1
chr1_15110746_15111170	0.449	0.078	chr1	15110746	15111170	CTCF	52.0	71.0	71	CTCF	1039.0	984.052	1039.0	424	49	1
chr1_151135541_151135750	3.663	2.581	chr1	151135541	151135750	CTCF	3.0	38.0	38	CTCF	2453.0	409.833	2453.0	209	50	0
chr1_15128652_15128778	-0.129	-0.004	chr1	15128652	15128778	CTCF	175.0	160.0	175	CTCF	9846.006	9870.0	9870.0	126	51	1
chr1_152142120_152142236	6.943	-0.026	chr1	152142120	152142236	CTCF	1.0	123.0	123	CTCF	6740.021	6862.0	6862.0	116	52	0
chr1_15272619_15272763	-0.562	-0.04	chr1	15272619	15272763	CTCF	189.0	128.0	189	CTCF	9230.026	9490.0	9490.0	144	53	1
chr1_152735751_152735960	-0.903	-0.141	chr1	152735751	152735960	CTCF	43.0	23.0	43	CTCF	2778.091	3063.25	3063.25	209	54	1
chr1_153465863_153465959	-0.141	-0.022	chr1	153465863	153465959	CTCF	86.0	78.0	86	CTCF	6702.018	6804.0	6804.0	96	55	1
chr1_154353580_154353904	0.222	0.048	chr1	154353580	154353904	CTCF	42.0	49.0	49	CTCF	2072.0	2004.032	2072.0	324	56	1
chr1_154405044_154405764	-0.042	0.002	chr1	154405044	154405764	CTCF	35.0	34.0	35	CTCF	5208.0	5199.998	5208.0	720	57	1
chr1_154749197_154749313	-4.248	0.03	chr1	154749197	154749313	CTCF	19.0	1.0	19	CTCF	4060.0	3976.024	4060.0	116	58	0
chr1_154936585_154937463	-0.206	0.016	chr1	154936585	154937463	CTCF	45.0	39.0	45	CTCF	4155.0	4108.01	4155.0	878	59	1
chr1_155050388_155051624	0.305	0.0	chr1	155050388	155051624	CTCF	17.0	21.0	21	CTCF	4742.0	4742.0	4742.0	1236	60	1
chr1_155135351_155136205	1.0	-0.006	chr1	155135351	155136205	CTCF	11.0	22.0	22	CTCF	759.004	762.0	762.0	854	61	0
chr1_155227573_155227687	0.907	-0.019	chr1	155227573	155227687	CTCF	16.0	30.0	30	CTCF	915.013	927.0	927.0	114	62	1
chr1_15526333_15526927	-2.392	-0.006	chr1	15526333	15526927	CTCF	21.0	4.0	21	CTCF	692.004	695.0	695.0	594	63	0
chr1_15595257_15595385	-0.485	-0.463	chr1	15595257	15595385	CTCF	63.0	45.0	63	CTCF	4329.274	5966.0	5966.0	128	64	1
chr1_156319724_156319818	0.399	-0.078	chr1	156319724	156319818	CTCF	22.0	29.0	29	CTCF	4239.052	4476.0	4476.0	94	65	1
chr1_156357099_156357115	-0.064	0.347	chr1	156357099	156357115	CTCF	183.0	175.0	183	CTCF	10584.0	8323.221	10584.0	16	66	1
chr1_156445788_156446180	-0.061	-0.198	chr1	156445788	156446180	CTCF	24.0	23.0	24	CTCF	5570.629	6392.0	6392.0	392	67	1
chr1_156500676_156501274	0.214	-0.013	chr1	156500676	156501274	CTCF	25.0	29.0	29	CTCF	794.009	801.0	801.0	598	68	1
chr1_157163684_157164016	0.279	0.03	chr1	157163684	157164016	CTCF	178.0	216.0	216	CTCF	8248.0	8080.017	8248.0	332	69	1
chr1_157240545_157241095	0.447	0.07	chr1	157240545	157241095	CTCF	33.0	45.0	45	CTCF	681.5	649.048	681.5	550	70	1
chr1_157311247_157311325	3.907	-0.636	chr1	157311247	157311325	CTCF	4.0	60.0	60	CTCF	4284.358	6660.0	6660.0	78	71	0
chr1_157489416_157489630	-0.228	-0.008	chr1	157489416	157489630	CTCF	82.0	70.0	82	CTCF	8629.011	8675.0	8675.0	214	72	1
chr1_157878201_157878301	0.482	0.072	chr1	157878201	157878301	CTCF	58.0	81.0	81	CTCF	4700.5	4473.051	4700.5	100	73	1
chr1_157948688_157948808	-0.852	-0.191	chr1	157948688	157948808	CTCF	74.0	41.0	74	CTCF	4685.121	5348.0	5348.0	120	74	1
chr1_160692563_160692731	5.087	-0.234	chr1	160692563	160692731	CTCF	1.0	34.0	34	CTCF	1829.651	2152.5	2152.5	168	76	0
chr1_160777541_160777750	-1.367	-0.005	chr1	160777541	160777750	CTCF	49.0	19.0	49	CTCF	4006.004	4020.0	4020.0	209	77	0
chr1_160830693_160830769	0.1	0.004	chr1	160830693	160830769	CTCF	70.0	75.0	75	CTCF	6050.0	6033.996	6050.0	76	78	1
chr1_160990397_160990445	-5.966	0.057	chr1	160990397	160990445	CTCF	125.0	2.0	125	CTCF	6830.0	6566.036	6830.0	48	79	0
chr1_161054661_161055070	1.524	0.684	chr1	161054661	161055070	CTCF	8.0	23.0	23	CTCF	921.0	573.377	921.0	409	80	1
chr1_161097666_161098662	-0.043	0.0	chr1	161097666	161098662	CTCF	34.0	33.0	34	CTCF	6788.0	6788.0	6788.0	996	81	1
chr1_161166202_161166460	-0.503	0.0	chr1	161166202	161166460	CTCF	17.0	12.0	17	CTCF	4684.0	4684.0	4684.0	258	82	1
chr1_161566293_161566389	-6.248	-0.081	chr1	161566293	161566389	CTCF	76.0	1.0	76	CTCF	4579.802	4843.75	4843.75	96	83	0
chr1_161864737_161864817	0.667	0.018	chr1	161864737	161864817	CTCF	17.0	27.0	27	CTCF	2543.5	2511.512	2543.5	80	84	1
chr1_16187794_16188008	0.496	0.015	chr1	16187794	16188008	CTCF	78.0	110.0	110	CTCF	9898.5	9798.018	9898.5	214	85	1
chr1_162392184_162392440	-1.688	0.0	chr1	162392184	162392440	CTCF	29.0	9.0	29	CTCF	6912.0	6912.0	6912.0	256	86	0
chr1_163315911_163316047	-0.71	-0.095	chr1	163315911	163316047	CTCF	36.0	22.0	36	CTCF	4311.063	4605.0	4605.0	136	87	1
chr1_16352318_16352686	6.966	-0.022	chr1	16352318	16352686	CTCF	1.0	125.0	125	CTCF	1427.016	1449.0	1449.0	368	88	0
chr1_163535962_163536074	-0.363	0.14	chr1	163535962	163536074	CTCF	18.0	14.0	18	CTCF	4085.0	3707.095	4085.0	112	89	1
chr1_165258064_165258196	-0.063	-0.02	chr1	165258064	165258196	CTCF	70.0	67.0	70	CTCF	7552.013	7656.0	7656.0	132	90	1
chr1_165403889_165404125	0.354	-0.002	chr1	165403889	165404125	CTCF	18.0	23.0	23	CTCF	7720.003	7729.0	7729.0	236	91	1
chr1_165408676_165408840	-0.441	0.037	chr1	165408676	165408840	CTCF	19.0	14.0	19	CTCF	5820.0	5673.027	5820.0	164	92	1
chr1_165717939_165718371	0.334	0.016	chr1	165717939	165718371	CTCF	23.0	29.0	29	CTCF	6276.0	6208.013	6276.0	432	93	1
chr1_1658974_1659292	0.394	-0.101	chr1	1658974	1659292	CTCF	35.0	46.0	46	CTCF	811.693	870.75	870.75	318	94	1
chr1_165928223_165928311	0.605	0.04	chr1	165928223	165928311	CTCF	48.0	73.0	73	CTCF	6652.0	6469.023	6652.0	88	95	1
chr1_16613445_16613733	-0.468	-0.003	chr1	16613445	16613733	CTCF	65.0	47.0	65	CTCF	1258.003	1261.0	1261.0	288	96	1
chr1_166433611_166434003	-0.219	-0.076	chr1	166433611	166434003	CTCF	71.0	61.0	71	CTCF	1390.801	1466.25	1466.25	392	97	1
chr1_166786166_166786204	-0.469	-0.023	chr1	166786166	166786204	CTCF	18.0	13.0	18	CTCF	2895.516	2943.0	2943.0	38	98	1
chr1_166975387_166975899	-0.28	0.052	chr1	166975387	166975899	CTCF	17.0	14.0	17	CTCF	1605.5	1549.035	1605.5	512	99	1
chr1_167538681_167539090	-1.678	-1.559	chr1	167538681	167539090	CTCF	32.0	10.0	32	CTCF	580.161	1709.75	1709.75	409	100	1
chr1_168178683_168179237	-0.293	-0.006	chr1	168178683	168179237	CTCF	49.0	40.0	49	CTCF	961.504	965.5	965.5	554	102	1
chr1_169348416_169348742	0.466	0.001	chr1	169348416	169348742	CTCF	21.0	29.0	29	CTCF	2053.5	2052.002	2053.5	326	103	1
chr1_169546276_169546804	0.235	0.001	chr1	169546276	169546804	CTCF	79.0	93.0	93	CTCF	1096.0	1095.001	1096.0	528	104	1
chr1_169711656_169712440	0.17	-0.018	chr1	169711656	169712440	CTCF	32.0	36.0	36	CTCF	1518.262	1537.25	1537.25	784	105	1
chr1_170074564_170074952	-0.243	0.018	chr1	170074564	170074952	CTCF	58.0	49.0	58	CTCF	1636.0	1616.013	1636.0	388	106	1
chr1_171226863_171226999	0.086	0.101	chr1	171226863	171226999	CTCF	65.0	69.0	69	CTCF	6993.0	6520.072	6993.0	136	107	1
chr1_171250983_171252177	-0.893	0.082	chr1	171250983	171252177	CTCF	26.0	14.0	26	CTCF	198.312	187.305	198.3125	1194	108	1
chr1_171405197_171405397	0.164	0.041	chr1	171405197	171405397	CTCF	58.0	65.0	65	CTCF	6838.0	6648.026	6838.0	200	109	1
chr1_171645070_171645166	-0.221	-0.043	chr1	171645070	171645166	CTCF	148.0	127.0	148	CTCF	8524.029	8780.0	8780.0	96	110	1
chr1_171781127_171781835	0.093	0.003	chr1	171781127	171781835	CTCF	30.0	32.0	32	CTCF	1062.5	1060.002	1062.5	708	111	1
chr1_172002891_172003005	0.385	-0.051	chr1	172002891	172003005	CTCF	36.0	47.0	47	CTCF	5273.541	5463.0	5463.0	114	112	1
chr1_172041899_172041941	1.322	0.07	chr1	172041899	172041941	CTCF	10.0	25.0	25	CTCF	2306.5	2196.548	2306.5	42	113	0
chr1_172719757_172719847	0.193	0.006	chr1	172719757	172719847	CTCF	35.0	40.0	40	CTCF	4830.0	4810.003	4830.0	90	114	1
chr1_173202489_173202595	-0.318	0.031	chr1	173202489	173202595	CTCF	86.0	69.0	86	CTCF	5644.0	5524.025	5644.0	106	115	1
chr1_17336224_17336358	0.079	0.013	chr1	17336224	17336358	CTCF	107.0	113.0	113	CTCF	7532.0	7462.015	7532.0	134	116	1
chr1_173420483_173420599	0.147	0.046	chr1	173420483	173420599	CTCF	93.0	103.0	103	CTCF	8028.0	7778.028	8028.0	116	117	1
chr1_173691278_173691344	-0.061	1.622	chr1	173691278	173691344	CTCF	24.0	23.0	24	CTCF	5781.0	1878.425	5781.0	66	118	0
chr1_174144221_174144781	-3.129	0.908	chr1	174144221	174144781	CTCF	105.0	12.0	105	CTCF	1289.0	686.967	1289.0	560	119	0
chr1_174258176_174258394	0.515	0.055	chr1	174258176	174258394	CTCF	42.0	60.0	60	CTCF	5250.0	5054.041	5250.0	218	120	1
chr1_175155011_175155069	-0.048	0.008	chr1	175155011	175155069	CTCF	122.0	118.0	122	CTCF	7880.0	7836.014	7880.0	58	121	1
chr1_175192476_175193386	0.263	-0.095	chr1	175192476	175193386	CTCF	15.0	18.0	18	CTCF	633.064	676.0	676.0	910	122	1
chr1_178542162_178543168	-0.429	0.392	chr1	178542162	178543168	CTCF	140.0	104.0	140	CTCF	2766.0	2108.238	2766.0	1006	124	1
chr1_178551425_178551509	-3.524	-0.706	chr1	178551425	178551509	CTCF	23.0	2.0	23	CTCF	401.887	655.5	655.5	84	125	0
chr1_178753521_178753641	0.415	0.016	chr1	178753521	178753641	CTCF	30.0	40.0	40	CTCF	3812.0	3769.008	3812.0	120	126	1
chr1_178768391_178768600	-0.184	-0.036	chr1	178768391	178768600	CTCF	100.0	88.0	100	CTCF	5911.02	6060.0	6060.0	209	127	1
chr1_179002534_179003176	-0.273	-0.011	chr1	179002534	179003176	CTCF	29.0	24.0	29	CTCF	2215.008	2232.0	2232.0	642	128	1
chr1_17922911_17923141	0.374	0.027	chr1	17922911	17923141	CTCF	71.0	92.0	92	CTCF	4559.0	4474.015	4559.0	230	129	1
chr1_183685043_183685517	0.415	0.023	chr1	183685043	183685517	CTCF	12.0	16.0	16	CTCF	3256.0	3205.016	3256.0	474	131	1
chr1_18468581_18468790	-1.126	0.15	chr1	18468581	18468790	CTCF	24.0	11.0	24	CTCF	862.5	777.099	862.5	209	132	0
chr1_18575703_18575927	1.479	0.509	chr1	18575703	18575927	CTCF	66.0	184.0	184	CTCF	10508.0	7384.305	10508.0	224	133	1
chr1_18597389_18597881	0.253	0.007	chr1	18597389	18597881	CTCF	73.0	87.0	87	CTCF	9624.0	9576.006	9624.0	492	134	1
chr1_18794647_18794763	-0.222	0.011	chr1	18794647	18794763	CTCF	28.0	24.0	28	CTCF	1782.0	1768.507	1782.0	116	135	1
chr1_18884081_18884499	0.108	0.079	chr1	18884081	18884499	CTCF	155.0	167.0	167	CTCF	3464.0	3280.052	3464.0	418	136	1
chr1_189429679_189429757	-0.248	-0.113	chr1	189429679	189429757	CTCF	76.0	64.0	76	CTCF	4679.325	5061.0	5061.0	78	137	1
chr1_189678941_189679150	-0.17	-0.015	chr1	189678941	189679150	CTCF	18.0	16.0	18	CTCF	1159.01	1171.0	1171.0	209	138	1
chr1_192808747_192809093	-2.807	0.014	chr1	192808747	192809093	CTCF	112.0	16.0	112	CTCF	1702.0	1686.009	1702.0	346	139	0
chr1_193105343_193105527	0.786	-0.006	chr1	193105343	193105527	CTCF	29.0	50.0	50	CTCF	2454.003	2464.0	2464.0	184	140	1
chr1_193121904_193122106	-0.059	0.02	chr1	193121904	193122106	CTCF	124.0	119.0	124	CTCF	9916.0	9780.017	9916.0	202	141	1
chr1_193183130_193183350	0.218	0.057	chr1	193183130	193183350	CTCF	43.0	50.0	50	CTCF	4959.0	4768.036	4959.0	220	142	1
chr1_193254861_193255070	0.541	0.003	chr1	193254861	193255070	CTCF	11.0	16.0	16	CTCF	1711.0	1708.002	1711.0	209	143	1
chr1_196723486_196723684	1.037	0.625	chr1	196723486	196723684	CTCF	76.0	156.0	156	CTCF	9464.0	6135.351	9464.0	198	144	1
chr1_197615219_197615597	-0.344	-0.013	chr1	197615219	197615597	CTCF	66.0	52.0	66	CTCF	5213.01	5260.0	5260.0	378	145	1
chr1_199463680_199463738	-0.531	0.016	chr1	199463680	199463738	CTCF	39.0	27.0	39	CTCF	5147.0	5091.008	5147.0	58	146	1
chr1_199552109_199552271	0.263	-0.002	chr1	199552109	199552271	CTCF	15.0	18.0	18	CTCF	5498.002	5506.0	5506.0	162	147	1
chr1_200302120_200302724	4.7	-0.056	chr1	200302120	200302724	CTCF	1.0	26.0	26	CTCF	691.288	718.5	718.5	604	148	0
chr1_201170451_201171299	0.12	-0.003	chr1	201170451	201171299	CTCF	23.0	25.0	25	CTCF	529.002	530.0	530.0	848	149	1
chr1_201184977_201185143	-4.629	-2.58	chr1	201184977	201185143	CTCF	198.0	8.0	198	CTCF	866.832	5183.0	5183.0	166	150	0
chr1_201408288_201408578	-0.301	-0.0	chr1	201408288	201408578	CTCF	85.0	69.0	85	CTCF	6802.002	6803.0	6803.0	290	151	1
chr1_201463148_201463422	-2.784	-0.896	chr1	201463148	201463422	CTCF	62.0	9.0	62	CTCF	1518.463	2825.0	2825.0	274	152	0
chr1_202184824_202184890	-1.073	-0.017	chr1	202184824	202184890	CTCF	183.0	87.0	183	CTCF	9340.008	9450.0	9450.0	66	153	0
chr1_202274717_202274939	0.954	0.025	chr1	202274717	202274939	CTCF	16.0	31.0	31	CTCF	4758.0	4675.019	4758.0	222	154	1
chr1_202464279_202464557	-6.304	-0.162	chr1	202464279	202464557	CTCF	79.0	1.0	79	CTCF	5010.107	5605.0	5605.0	278	155	0
chr1_202656156_202656334	0.345	0.18	chr1	202656156	202656334	CTCF	63.0	80.0	80	CTCF	4111.0	3629.118	4111.0	178	156	1
chr1_202719564_202720000	-0.023	0.036	chr1	202719564	202720000	CTCF	129.0	127.0	129	CTCF	6001.0	5853.026	6001.0	436	157	1
chr1_202860502_202861128	1.0	0.021	chr1	202860502	202861128	CTCF	11.0	22.0	22	CTCF	342.0	337.014	342.0	626	158	1
chr1_203039418_203039624	-0.107	-0.066	chr1	203039418	203039624	CTCF	126.0	117.0	126	CTCF	7446.041	7794.0	7794.0	206	159	1
chr1_203342417_203343075	-0.084	-0.113	chr1	203342417	203343075	CTCF	53.0	50.0	53	CTCF	3042.074	3289.0	3289.0	658	160	1
chr1_203609576_203609654	-0.555	-0.088	chr1	203609576	203609654	CTCF	47.0	32.0	47	CTCF	2259.56	2402.5	2402.5	78	161	1
chr1_20361861_20362070	0.16	-0.002	chr1	20361861	20362070	CTCF	111.0	124.0	124	CTCF	8359.996	8374.0	8374.0	209	162	1
chr1_204791876_204792014	0.142	0.003	chr1	204791876	204792014	CTCF	58.0	64.0	64	CTCF	6834.0	6821.998	6834.0	138	163	1
chr1_204806916_204807486	-1.098	-0.019	chr1	204806916	204807486	CTCF	167.0	78.0	167	CTCF	3465.014	3510.0	3510.0	570	164	0
chr1_205121698_205122612	-0.234	0.028	chr1	205121698	205122612	CTCF	107.0	91.0	107	CTCF	580.0	569.019	580.0	914	165	1
chr1_205256241_205256423	0.082	0.028	chr1	205256241	205256423	CTCF	187.0	198.0	198	CTCF	8978.0	8806.017	8978.0	182	166	1
chr1_205321831_205321879	0.444	-0.072	chr1	205321831	205321879	CTCF	25.0	34.0	34	CTCF	1541.048	1620.0	1620.0	48	167	1
chr1_205494301_205494510	-0.059	-0.076	chr1	205494301	205494510	CTCF	25.0	24.0	25	CTCF	1047.052	1103.5	1103.5	209	168	1
chr1_205657679_205657787	-0.13	-0.019	chr1	205657679	205657787	CTCF	139.0	127.0	139	CTCF	9644.023	9770.0	9770.0	108	169	1
chr1_20575384_20575468	-0.526	-0.167	chr1	20575384	20575468	CTCF	180.0	125.0	180	CTCF	8543.113	9590.0	9590.0	84	170	1
chr1_205983975_205984451	-0.621	-0.018	chr1	205983975	205984451	CTCF	60.0	39.0	60	CTCF	2429.012	2459.0	2459.0	476	171	1
chr1_206612486_206612698	0.039	0.016	chr1	206612486	206612698	CTCF	73.0	75.0	75	CTCF	7112.0	7032.009	7112.0	212	172	1
chr1_206734656_206734778	0.449	-0.013	chr1	206734656	206734778	CTCF	52.0	71.0	71	CTCF	4362.012	4402.0	4402.0	122	173	1
chr1_206911183_206911383	5.392	-0.035	chr1	206911183	206911383	CTCF	1.0	42.0	42	CTCF	5238.02	5368.0	5368.0	200	174	0
chr1_20696432_20697250	0.239	0.014	chr1	20696432	20697250	CTCF	133.0	157.0	157	CTCF	6226.0	6168.007	6226.0	818	175	1
chr1_20733176_20733354	0.453	-0.003	chr1	20733176	20733354	CTCF	19.0	26.0	26	CTCF	3916.003	3924.0	3924.0	178	176	1
chr1_207811995_207812127	-0.271	-0.175	chr1	207811995	207812127	CTCF	111.0	92.0	111	CTCF	5064.612	5717.0	5717.0	132	177	1
chr1_208252441_208252650	-2.0	-2.459	chr1	208252441	208252650	CTCF	56.0	14.0	56	CTCF	1251.818	6885.0	6885.0	209	178	1
chr1_209190806_209190844	0.235	-0.089	chr1	209190806	209190844	CTCF	96.0	113.0	113	CTCF	7938.066	8444.0	8444.0	38	179	1
chr1_209354399_209354619	0.138	0.003	chr1	209354399	209354619	CTCF	40.0	44.0	44	CTCF	7656.0	7640.009	7656.0	220	180	1
chr1_209827754_209828032	-0.142	0.263	chr1	209827754	209828032	CTCF	117.0	106.0	117	CTCF	2881.0	2400.166	2881.0	278	181	1
chr1_210366898_210367172	-1.0	-0.307	chr1	210366898	210367172	CTCF	24.0	12.0	24	CTCF	584.192	722.5	722.5	274	182	1
chr1_211010129_211010161	0.959	0.627	chr1	211010129	211010161	CTCF	18.0	35.0	35	CTCF	1593.5	1031.603	1593.5	32	183	1
chr1_211515364_211515640	0.585	0.014	chr1	211515364	211515640	CTCF	32.0	48.0	48	CTCF	3718.0	3682.007	3718.0	276	184	1
chr1_211698630_211698802	0.354	0.005	chr1	211698630	211698802	CTCF	97.0	124.0	124	CTCF	13188.0	13140.0	13188.0	172	185	1
chr1_212284816_212285540	0.372	-0.017	chr1	212284816	212285540	CTCF	51.0	66.0	66	CTCF	3736.01	3779.0	3779.0	724	186	1
chr1_212414445_212415225	0.322	0.003	chr1	212414445	212415225	CTCF	16.0	20.0	20	CTCF	795.0	793.502	795.0	780	187	1
chr1_212518610_212518710	0.848	0.293	chr1	212518610	212518710	CTCF	10.0	18.0	18	CTCF	663.75	541.684	663.75	100	188	1
chr1_212591874_212591958	-4.0	-2.2	chr1	212591874	212591958	CTCF	64.0	4.0	64	CTCF	218.032	1002.0	1002.0	84	189	0
chr1_212858105_212858275	0.138	-0.109	chr1	212858105	212858275	CTCF	20.0	22.0	22	CTCF	1154.073	1245.0	1245.0	170	190	1
chr1_212915425_212915491	-0.166	-0.005	chr1	212915425	212915491	CTCF	92.0	82.0	92	CTCF	4334.999	4349.0	4349.0	66	191	1
