variant_id	DIFF_LOG2_data1	DIFF_LOG2_data2	CHR	POS1	POS2	transcription_factor_data1	haplotype1_data1	haplotype2_data1	HMAX_data1	transcription_factor_data2	haplotype1_data2	haplotype2_data2	HMAX_data2	LENGTH	Unnamed: 0	btwn_lines
chr7_5856573_5856739	-6.185	0.011	chr7	5856573	5856739	CTCF	291.0	4.0	291	CTCF	9264.0	9192.008	9264.0	166	3999	0
chr7_98013534_98013680	-6.222	-0.033	chr7	98013534	98013680	CTCF	224.0	3.0	224	CTCF	8245.021	8437.0	8437.0	146	4056	0
chr8_12665354_12665916	-5.209	0.007	chr8	12665354	12665916	CTCF	37.0	1.0	37	CTCF	1241.0	1235.005	1241.0	562	4111	0
chr9_120755885_120756121	-7.248	-0.01	chr9	120755885	120756121	CTCF	152.0	1.0	152	CTCF	8328.005	8388.0	8388.0	236	4293	0
chr9_17531744_17531886	-5.426	0.007	chr9	17531744	17531886	CTCF	43.0	1.0	43	CTCF	6212.0	6184.009	6212.0	142	4376	0
chr9_35096036_35096640	-6.044	-0.011	chr9	35096036	35096640	CTCF	66.0	1.0	66	CTCF	3511.008	3537.0	3537.0	604	4405	0
chr10_14991479_14991617	6.615	0.005	chr10	14991479	14991617	CTCF	1.0	98.0	98	CTCF	5852.0	5831.001	5852.0	138	508	0
chr10_16777544_16777678	-6.19	-0.025	chr10	16777544	16777678	CTCF	73.0	1.0	73	CTCF	5998.521	6102.5	6102.5	134	513	0
chr10_42866787_42866959	5.812	0.052	chr10	42866787	42866959	CTCF	5.0	281.0	281	CTCF	9620.0	9280.042	9620.0	172	552	0
chr10_78029009_78029877	-7.34	0.002	chr10	78029009	78029877	CTCF	162.0	1.0	162	CTCF	911.0	910.001	911.0	868	624	0
chr10_88880090_88881192	5.426	-0.005	chr10	88880090	88881192	CTCF	1.0	43.0	43	CTCF	701.504	704.0	704.0	1102	640	0
chr11_102831521_102831601	-6.15	-0.06	chr11	102831521	102831601	CTCF	213.0	3.0	213	CTCF	4634.791	4832.5	4832.5	80	668	0
chr11_44775546_44775624	-5.585	0.001	chr11	44775546	44775624	CTCF	96.0	2.0	96	CTCF	6105.0	6099.994	6105.0	78	731	0
chr11_65810224_65810306	-5.15	-0.001	chr11	65810224	65810306	CTCF	71.0	2.0	71	CTCF	2945.999	2948.0	2948.0	82	754	0
chr11_89098011_89098319	-5.129	-0.002	chr11	89098011	89098319	CTCF	35.0	1.0	35	CTCF	7986.005	7995.0	7995.0	308	800	0
chr11_94237728_94237866	6.459	0.004	chr11	94237728	94237866	CTCF	1.0	88.0	88	CTCF	873.125	870.628	873.125	138	802	0
chr12_120335597_120335693	-6.895	-0.006	chr12	120335597	120335693	CTCF	238.0	2.0	238	CTCF	7636.003	7666.0	7666.0	96	844	0
chr12_123972695_123973325	5.807	0.047	chr12	123972695	123973325	CTCF	2.0	112.0	112	CTCF	1661.5	1608.532	1661.5	630	854	0
chr12_8390659_8390677	7.937	-0.043	chr12	8390659	8390677	CTCF	1.0	245.0	245	CTCF	7416.023	7638.0	7638.0	18	986	0
chr12_9319349_9319457	5.755	-0.03	chr12	9319349	9319457	CTCF	1.0	54.0	54	CTCF	4063.019	4149.0	4149.0	108	993	0
chr13_110925316_110925494	5.585	0.005	chr13	110925316	110925494	CTCF	1.0	48.0	48	CTCF	4769.0	4754.005	4769.0	178	1022	0
chr13_112893661_112894621	-5.248	-0.015	chr13	112893661	112894621	CTCF	38.0	1.0	38	CTCF	1133.01	1145.0	1145.0	960	1029	0
chr15_45118101_45118377	-6.672	-0.014	chr15	45118101	45118377	CTCF	102.0	1.0	102	CTCF	5300.009	5350.0	5350.0	276	1235	0
chr15_75758392_75758632	5.555	0.019	chr15	75758392	75758632	CTCF	1.0	47.0	47	CTCF	2491.0	2459.014	2491.0	240	1289	0
chr15_77910508_77911030	8.721	0.03	chr15	77910508	77911030	CTCF	1.0	422.0	422	CTCF	6034.0	5910.022	6034.0	522	1295	0
chr15_78738277_78738379	5.799	0.016	chr15	78738277	78738379	CTCF	3.0	167.0	167	CTCF	6124.0	6056.01	6124.0	102	1300	0
chr15_78751158_78751292	7.271	0.088	chr15	78751158	78751292	CTCF	2.0	309.0	309	CTCF	8999.0	8466.067	8999.0	134	1301	0
chr15_83248553_83248657	5.555	0.0	chr15	83248553	83248657	CTCF	1.0	47.0	47	CTCF	8516.0	8516.0	8516.0	104	1313	0
chr15_90157862_90158436	-7.0	0.031	chr15	90157862	90158436	CTCF	128.0	1.0	128	CTCF	4432.0	4337.023	4432.0	574	1325	0
chr15_90301318_90301456	-5.375	-0.027	chr15	90301318	90301456	CTCF	166.0	4.0	166	CTCF	7408.021	7548.0	7548.0	138	1328	0
chr16_11326771_11327180	-6.087	-0.063	chr16	11326771	11327180	CTCF	68.0	1.0	68	CTCF	241.918	252.75	252.75	409	1364	0
chr16_13904931_13905140	6.426	-0.039	chr16	13904931	13905140	CTCF	1.0	86.0	86	CTCF	4828.031	4959.0	4959.0	209	1381	0
chr16_14974880_14975298	-5.209	0.013	chr16	14974880	14975298	CTCF	37.0	1.0	37	CTCF	683.0	677.009	683.0	418	1385	0
chr16_15022180_15022526	-5.615	0.003	chr16	15022180	15022526	CTCF	49.0	1.0	49	CTCF	1624.5	1621.002	1624.5	346	1386	0
chr16_2027581_2027790	-6.931	0.073	chr16	2027581	2027790	CTCF	122.0	1.0	122	CTCF	2015.0	1915.049	2015.0	209	1397	0
chr16_21509651_21509860	-5.285	-0.007	chr16	21509651	21509860	CTCF	39.0	1.0	39	CTCF	881.005	885.0	885.0	209	1406	0
chr16_29179386_29179954	-6.508	-0.002	chr16	29179386	29179954	CTCF	91.0	1.0	91	CTCF	577.752	578.75	578.75	568	1425	0
chr16_50265350_50265444	-5.186	-0.027	chr16	50265350	50265444	CTCF	182.0	5.0	182	CTCF	4210.018	4290.0	4290.0	94	1452	0
chr16_70018395_70018615	5.129	0.041	chr16	70018395	70018615	CTCF	1.0	35.0	35	CTCF	2824.0	2744.028	2824.0	220	1487	0
chr16_87496311_87496520	-5.781	0.04	chr16	87496311	87496520	CTCF	55.0	1.0	55	CTCF	1876.0	1825.026	1876.0	209	1555	0
chr16_87930684_87930766	-5.728	-0.018	chr16	87930684	87930766	CTCF	53.0	1.0	53	CTCF	3741.016	3789.0	3789.0	82	1561	0
chr17_15699531_15699729	5.209	0.057	chr17	15699531	15699729	CTCF	1.0	37.0	37	CTCF	853.5	820.539	853.5	198	1594	0
chr17_45971731_45972140	5.492	-0.014	chr17	45971731	45972140	CTCF	1.0	45.0	45	CTCF	1651.01	1667.0	1667.0	409	1632	0
chr17_47843131_47843340	8.276	0.09	chr17	47843131	47843340	CTCF	1.0	310.0	310	CTCF	8120.0	7628.062	8120.0	209	1635	0
chr17_58447459_58447835	-5.524	-0.021	chr17	58447459	58447835	CTCF	46.0	1.0	46	CTCF	4547.015	4614.0	4614.0	376	1671	0
chr17_63866256_63867166	-5.781	0.001	chr17	63866256	63867166	CTCF	55.0	1.0	55	CTCF	4858.0	4854.0	4858.0	910	1677	0
chr17_75012190_75013092	-7.295	0.003	chr17	75012190	75013092	CTCF	157.0	1.0	157	CTCF	1109.0	1107.001	1109.0	902	1720	0
chr17_75524864_75525902	-5.585	0.001	chr17	75524864	75525902	CTCF	48.0	1.0	48	CTCF	2752.0	2751.001	2752.0	1038	1725	0
chr18_7568503_7568791	-6.672	-0.001	chr18	7568503	7568791	CTCF	102.0	1.0	102	CTCF	3848.002	3852.0	3852.0	288	1892	0
chr19_12440863_12441259	-5.459	-0.036	chr19	12440863	12441259	CTCF	44.0	1.0	44	CTCF	2762.024	2832.0	2832.0	396	1916	0
chr19_14288935_14289055	6.267	-0.046	chr19	14288935	14289055	CTCF	1.0	77.0	77	CTCF	6548.03	6760.0	6760.0	120	1927	0
chr20_22735141_22735263	6.15	0.039	chr20	22735141	22735263	CTCF	1.0	71.0	71	CTCF	5411.0	5265.03	5411.0	122	2597	0
chrX_318875_319143	5.17	0.073	chrX	318875	319143	CTCF	1.0	36.0	36	CTCF	1998.25	1899.549	1998.25	268	4474	0
